year,V1
2007,make beauty stay if i take my life i would gladly bet my life upon it that the ghost you love your ray of light will fizzle out 
2005,tropical summer balmy day sit around you haven't much to say never gonna make it try another day don't say much ain't much to say 
2008,i try and i try but it ain't no use i could go like i did before i try and try but it ain't no use i can't shake loose oh 
2007,counting the moments till you fade away make love to me now like never before from the day you found me you'll never be alone 
1990,never again will i look into your eyes never again never again will i hold you late at night yeah baby we had it all for a little while 
2007,i won't let you go no no no i'll never let go i just couldn't hide i want you with me by my side i won't let you go 
2008,i see you in the club i wanna get with you yeah i wanna get with you akon & colby o'donis 
1992,sometimes the world is a valley of heartaches and tears let's fly way up to the clouds we can sing in the glow of a star that i know of just like birds of a feather a rainbow together we'll find 
2008,"they know that santa's on his way to kids from one to ninety-two altho it's been said many times many ways ""merry christmas to you"" "
2008,i'm dreaming of a white christmas with every christmas card i write may your days be merry and bright and may all your christmases be white 
2008,when i need you i just close my eyes and i'm with you and all that i so want to give you i hold out my hands and i touch love 
2011,yeah the bad boys are always catching my eye i said the bad boys are always spinning my mind even though i know they're no good for me with the bad boys always catching my eye 
2010,so inspired by the moment we can lose it i'm dancin all night long you got me all night long all night long all night long 
2004,what switch can i pull to illuminate the way we all need a love resurrection what seed must i sow to replenish this barren land teach me to harvest i want you to grow in my hand 
2004,i choose never to forget i want our lips to kiss and our limbs to entwine is this love set to work idle hands shake these thoughts had i planned them 
0,i wont see you on the bedroom floor in the tangle of rope we left lying there i wont see you by the bedroom door in the wallpaper stained by the cup that i threw at your head 
1985,who who can take your place and cover me 
1998,wanna be ready when you call my name i don't ever wanna feel fear cos every night feels alright when your near wanna be ready when u call my name 
2001,can you hear what i hear out of reach take me to my beach i can hear it calling you i'm coming not drowning 
2006,i live for that talk when you call me your chick just so all the girls know i gotcha for keeps in a matter of days i'm not myself i'm all over the place i get a chick fit 
2010,but don’t waste the pretty on him so don’t waste the pretty on life don’t waste the pretty on him don’t waste the pretty on him him 
2008,we love this exaltation woh oh o-o-oh we want the new temptations woh oh o-o-oh we want the new temptations woh oh o-o-o-oh we live on fascination o-oh 
2005,love you yes i love ya yes i i love my coo-ca i really do want you i need my coo-ca 
2007,you're not livin til you're livin you're not winnin til you're winnin you're not gettin til you're gettin livin for me 
2007,and now it chills me to the bone how do i get you alone you said i'm weak and it shows now i'm sitting in this house alone 
0,i've been thinking bout all the times i lost my head oh you bring my love so forget all the madness i’m done with all the pain i’m done with all the happenings 
0,i said it once i got a feeling that this is the end if you're gonna give me nothing if you’re gonna give me nothing 
2005,all the freaks go on a winning streak in a perfect world all the geeks get the girls last night he finally got it right shout it all around the world cause the geeks get the girls 
2008,to get the titanic turned back around it takes more than you've got right now yeah give it time you got things to think of now 
1998,and so i'm offering this simple phrase to kids from one to ninety-two merry christmas to you to you 
2004,walkin in a winter wonderland in the meadow we can build a snowman but you can do the job later on we'll conspire 
1999,my michelle sont des mots qui vont that's all i want to say oh what you mean to me 
2014,chorus lil mo if i can go contigo i'll pack my things soon as you say i'll get my things soon as you say baby vamos we'll fly away and if i can go contigo i'll tell my friends nothing at all 
1999,i'm not between you and your ambition and i'm beyond your peripheral vision and eat most of the words you just said oh oh hey yo 
0,there were bells on the hill no i never heard them at all there were birds in the sky there was love all around 
2010,and send the kind that you remind me of paper roses paper roses oh how real those roses seemed to be like your imitation love for me 
2011,i'd be your girl too many walls have been built in between us if i seem to give up they'll still never win deep in my heart i know the strength is within 
2001,"no more ""i love you's"" the language is leaving me the language is leaving me in silence and people are being real crazy "
2001,see i don't wanna wait in vain for your love i don't wanna wait in vain for your love cause summer is here i'm still waiting there winter is here and i'm still waiting there 
2003,every time i think about you can't you see my heart burnin in my hand do you want me do you not it makes me feel so blue 
2009,waiting on my own and you know that it's for real so you leave me on my own to live the pattern of my life 
2011,working for the church while your family dies you take what they give you and you keep it inside working for the church while my family dies i can taste your fear it's gonna lift you up and take you out of here 
2010,we used to wait we used to wait we used to wait sometimes it never came we used to wait i'm still moving through the pain we used to wait we used to wait we used to wait 
2006,and you woke up together not quite realizing how and i suppose that's the price you pay and now there's nothing left to guess now what you've done 
0,and i'll be yours yours until the stars fall from the sky yours yours until the rivers all run dry yours yours until the poets run out of rhyme in other words until the end of time 
2011,and leaves you supercharged just to see if you glow in the dark sha-la-la-la and in a hellcat spangled cavern 
2008,we're goin ridin on the freeway of love ain't we ridin on the freeway of love oh yeah and let's march for peace aw yeah freeway of love 
2014,baby i oh baby baby i all i'm tryna say is you're my everything baby baby baby ooh oh oh all i'm tryna say is you're my everything baby 
2013,you should know i'm never gonna change you're so different no one compares and if you never change i'm gonna stay right there i'll always be right there 
2013,i don’t wanna hide the way i feel when you're next to me i love the way you make me feel baby i love the way you make me feel i love the way i love the way you make me feel 
2014,one less problem without ya i got one less problem without ya i got one less one less problem i gotta give up but it's you-hou-hou 
2014,so one last time i need to be the one who takes you home one more time - i promise after that i'll let you go baby i don't care if you got her in your heart so one last time i need to be the one who takes you home takes you home boy 
2002,do you remember the time i knew a girl from mars i still love you the girl from mars i remember the time i knew a girl from mars and i still dream of you 
2002,i think it's strange and he thinks he knows you i played pool with him and we hung out oh i think it's strange 
2001,yeah you are a shining light you lit a torch in the infinite we made a connection a full on chemical reaction 
2001,see someone you don't recognize feelings that i can't disguise see someone you don't recognise we're living in a compromise 
2008,i didn't steal your boyfriend hey how long till you look at your own life hey how long till you're leaving me alone don't you got somewhere to go 
2007,we don't need no more that he said she said she said boy where u been at just like that they what you doing let's get to it 
2007,i don't ask for much all i want is love someone to see that's all i need can you be good to me good to me please 
2007,all the girls in the club got their eyes on me i can tell by the look that they want to be but it's not not no it's not like that but i'm not not not that girl 
2007,suddenly people know my name suddenly everything has changed suddenly i feel so alive suddenly i am not afraid 
2009,fingertips alive – superhuman touch can't get enough of this electric love burning the sun with just a wave of your hand there's more of this to come i think it must be heaven 
2003,i am always dreaming of you hoping you are dreaming of me without your love i am only dreaming of you 
2003,so baby see ya all right and let me make it clear i wouldn't wanna be ya 
2003,cause i want you around you can make me whole again i can not escape and i can not forget baby you're the one you still turn me on 
2003,ain't no headlights on the road tonight gotta aim high and shoot low baby cause we couldn't seem to find a way for love to stay if you had another night to give 
2003,i'll be there for you care for you and i feel a little low just to let you know oh baby and if you come to me you know i'll make it right 
2011,and that's why i smile it's been a while and now you turned it all around and suddenly you're all i need the reason why i smile and now you turn it all around 
1998,and all the dreams sing their song in the daylight forever to you i belong in the sand 
2008,i that you're in love with me keep it up girl yeah you turn me on i'm high on believin 
2009,but that doesn't mean my eyes will soon be turning red crying's not for me cause i'm never gonna stop the rain by complaining i'm never gonna stop the rain by complaining 
2008,it'll be all right oh mama let me hear that old rock and roll lullaby i can hear you mama mama mama mama like the sound of a good old rock and roll lullaby 
2008,hey won't you play another and make me feel at home a real hurtin song about a love that's gone wrong cause i don't wanna cry all alone 
2002,the way you're throwin that thing at me i can't take it oh yeah and then i see that sexy body go bump bump bump i can't take it baby around 
2002,how come how long it's not right it's so wrong do we let it just go on as well as your eyes 
1991,in the meadow we can build a snowman as we dream by the fire to face unafraid the plans that we made you can do the job when you're in town 
1991,and i'm dreaming of a white christmas with every christmas card i write may your days be merry and bright and may all your christmases 
2003,i won't say the words then take them back baby listen to me when i say i will love you more than that and i will love you more than that 
2011,cause everytime i breathe i take you in you keep me drowning in your love and everytime i try to rise above everytime i breathe i take you in 
2005,i still care about you i still feel you like i'm right beside you that i still need you 
2007,baby i don't want to waste another day cause all i ever want it comes right down to you to you cause baby i don't want to waste another day cause all i ever want oh yeah 
2009,i just can’t believe it no i can't resist and i can't be hit i just can't escape this love 
2009,you keep sticking around while i'm acting a clown you're bigger i'll try to measure up to you 
2015,in a world like this where some back down in a world like this where people fall apart in a time like this where nothing comes from the heart in a world like this i've got you 
2013,you find the truth in a child’s eyes when walls start to close in your heart is frozen over the world will be waiting for you 
2011,this one's for you and me livin out our dreams is a sky full of lighters a sky full of lighters and now i'm fantastic compared to a weed high cause this one's for you and me livin out our dreams 
2005,if you want it here it is come and get it if you want it anytime i can give it but you better hurry cause it may not last sonny if you want it here it is come and get it 
2007,i'm hungry for your sweet love i need you here tonight i'm captivated by your honey i'm waiting can't get enough 
0,i was country from my hat down to my boots i still act and look the same hey i was country when country wasn't cool yeah i was country from my hat down to whoa my boots 
2007,and we got nothing to be guilty of and we never let it end and we got nothing to be sorry for eyes can see that we got a highway to the sky 
0,didn't i do the best for you now didn't i don't you leave me didn't i treat you right now honey didn't i didn't i do the best for you didn't i 
2013,these are the things the things we lost the things we lost in the fire fire fire the things we lost these are the things we lost in the fire fire fire 
2013,does it almost feel like nothing changed at all and if you close your eyes how am i gonna be an optimist about this if you close your eyes 
2004,if you hate me after what i say bye bye baby baby goodbye bye bye baby don't make me cry wish i knew you before i met her 
2006,you made me believe in magic you know that i can be true to your love your love's put magic into my life you gave my life harmony 
2008,miss you want you need you so i want you to know you are the one and i can't let you go you are the one and i can't 
2003,when will the night be over i didn't mean to fall in love with you for what you put me through i'm sleeping with the ghost of you and me 
2013,but i can say in your way you only make me blue some may say you don't play you have a heart that's true you don't even give me a chance well it's over and i'm telling you 
2016,incidentally there should be some changes made you've got to work if you should have to save don't be blind you've got a thinking mind stop the bells that ring so loud 
2008,and i will give you all my life you think that i don't even mean a single word i say to take your heart away 
2016,let there be love so i can be loved by you let there be life so everyone lives to love on paradise avenue oh yo let there be life so we can all live to love 
0,i've just got to get a message to you and i've got to let her know just in time before i go i've just go to get a message to you well i did it to him now it's my turn to die 
2008,i started a joke which started the whole world crying which started the whole world laughing oh if i'd only seen 
1969,tell him to pray that i won't melt away how strong am i how time goes by can't seem to leave the sea anymore 
2009,i gave her money said she knew someone keep on burning while this heart of mine is yearning keep on burning till this love of yours is mine i didn't think that i could live without you but what am i to do 
2016,you never tried you just put me in a file your eyes could never show a grin you never tried you just put me in a tin you know i needed you and look at the shape i'm in 
1987,oh baby you give me you give me the runaround baby you give me i'm in your mind 
1991,baby when you got a secret love secretly you know i'd follow anywhere to make you happy nothin you can do but rise above 
2006,so i play i'll wait just the beat of a lonely heart and it's mine and i pray it's not too late 
2006,just remember when we lie to each other this is all we need to know but living in your arms i can take it it's a struggle when you're starved for affection 
0,mad about you mad about you you and i touches the touched part of me like i can't believe i'm mad about you mad about you 
1987,circle in the sand never ending love is what we've found and you complete the heart of me our love is all we need 
1987,but in a world without you where would i be without you babe in a world without you i couldn't breathe without you babe 
2003,do you feel like i feel when you held me last night or do you feel like i feel when you held me last night were your words really real 
2015,i might think too much drink too much stay out too late all your friends think i'm hopeless they don't understand it's been broken apart ben haenow & kelly clarkson 
2002,she is a slut but her ex thinks it's sexy i am wasted but i'm ready i'm running as fast as i can i'm running a fast as i rock 
2005,so please and catch my disease so please please they don't play me on the radio 
0,it's in his kiss or is it in his face oh it's in his kiss oh no that's not the way 
2003,got me looking so crazy right now your love's got me looking so crazy right now in love got me hoping you'll page me right now your kiss i'm looking so crazy in love's 
2007,i ain't worried doin me tonight - a little sweat ain't never hurt nobody gettin bodied i'm the only one tonight gettin bodied gettin bodied want my body gettin bodied won't you get my body gettin bodied you want my body i'm the only one tonight won't ya get me bodied gettin bodied 
2014,pretty hurts it's the soul that needs the surgery pretty hurts pretty hurts you try to fix something but you can't fix what you can't see pretty hurts 
2013,baby love me lights out your face is all that i see you can turn my light down you can turn my lights out 
2007,i'll be sitting on the left side if we don't know where we belong look out kid cause here it comes you're not the lucky ones 
2009,it's you and me til the end of time when we collide we come together if we don't we'll always be apart i'll take a bruise i know you're worth it 
1992,touched for the very first time when your heart beats with your heartbeat cause you make me feel 
2011,and i'mma hit this drink up like it's my last i'mma hit this night up like it's my last i'mma hit this ass up like it's my last like i never had it at all 
2005,i don't hear a word they're sayin i don't even see their faces only the shadow of their eyes i said everybody keeps talkin at me 
2015,do you have a girlfriend do you have a girlfriend you're looking real cool you're looking real cool can i have your number can i have your number do you have a minute do you have a minute 
2004,and don't forget who's taking you home so darling save the last dance for me save the last dance for me mmm don't don't forget who's taking you home 
2011,wanna be your lover lover uhmm wanna be your lover lover lover boy i wanna be your love and i can't stand it baby uhm uhm 
1992,get outta my dreams get into my car beep beep yeah get into my life ooh ooh get into my car oh baby 
2008,you can burn my clothes when i'm gone you can tell my feet to hit the floor but don't tell my heart my achy breaky heart and if you tell my heart my achy breaky heart 
1992,and that's just what they'll do are gonna walk all over you well these boots are made for walkin and you keep thinkin 
0,she's at the startin line of the rest of her life as ready as she's ever been the prize is hers to win she's waitin on my blessings before she hits that open road 
2008,you you got what i need but you say he's just a friend and you say he's just a friend oh baby but you say he's just a friend oh baby but you say he's just a friend 
2013,you don't have to throw back your pretty pink lemonade shooter and lean a little closer you don't have to keep on smiling that smile that's driving me wild meet me in the middle of a moonlit chevy bench seat 
2014,i wanna get better i didn’t know i was lonely til i saw your face i didn't know i was broken til i wanted to change i didn't know i was lonely til i saw your face 
2007,do it now so let's do it like they do on the discovery channel gettin horny now so if i capsize on your thighs high tide b-5 you sunk my battleship 
2009,i'll keep you right by my side cos baby you're the one i want i swear oh yes you are by my side 
2004,one love for the mothers pride one love oh i do believe one love gotta stay alive oh one love one love yeah for the hip hop beats 
2004,you make me wanna call you in the middle of the night you make me wanna hold you till the morning light you make me wanna surrender my soul you're the first and last thing on my mind 
2003,if it's wrong to tell the truth when all i want to do is speak my mind speak my mind if it's wrong to do what's right all i want to do is speak my mind speak my mind 
2003,love the way you're shakin it for me can we take it upstairs from the lobby once we get inside it's gonna be troublin you and me bubblin that's right 
2004,what a sight sight you are are system up with the top down what a night so far what a si---ght you are 
2004,no one can say we didn't try remember the moments that we shared and i've done it but i've done it my way in the script of my life 
2009,but they're putting the holes in yes yes they've been putting the holes in yes yes they've been putting the holes in yes yes yes and now she's found about you 
2015,i want you i want you so bad and ask me to open up the gate for you yes i want you so bad 
2007,yes she does and she aches just like a woman but she breaks just like a little girl ah you fake just like a woman yes you do then you ache just like a woman 
2009,he's loaded lots of toys and goodies on his sleigh to see if reindeer really know how to fly they know that santa is on his way he's on his way and every mother's child is going to spy 
2008,all the lonely people where do they all come from where do they all belong ah look at all the lonely people 
2005,i'm goin where the sun keeps shinin goin where the weather suits my clothes bankin off of the northeast wind sailin on summer breeze 
0,oh the line forms on the right babe now that macky's back in town look out to miss lotte lenya and old lucy brown yes that line forms on the right babe 
2006,i'm a soldier a lonely soldier that's why i'm lonely i'm mr lonely i wish that i could go back home now i'm a soldier a lonely soldier 
2007,she wore blue velvet blue velvet precious and warm a memory through the years and i still can see blue velvet through my tears 
1999,believin in what they do kalimba de luna show me the way kalimba de sol 
2009,you wanna oh mama and i can't help but feeling this way you're the one who can change my tomorrow today won't you ride on the wings of my fantasy 
2007,i need a hero i'm holding out for a hero till the end of the night he's gotta be strong and he's gotta be fast and he's gotta be fresh from the fight i'm holding out for a hero till the morning light 
0,i don't want you seeing me cry just walk away i'm letting you go but i won't let you know 
2001,you're one in a million you're once in a lifetime you made me discover one of the stars above us a smile there you were and i was gone 
2004,and when you're through there's a seat for you at the rodeo i bet you missed your exit besides the mexican food sucks north of here anyway 
2009,when summer burns with heat i always get the hots for you it doesn't feel the same it doesn't feel the same oh 
2009,i will lay down my heart til feel the power then i can't make you love me if you don't you can't make your heart feel something that it won't i will lay down my heart til i feel the power 
2009,i don't know how you do what you do i'm so in love with you i wanna spend the rest of my life baby i'm amazed by you 
2007,it's not time to make a change there's so much you have to know but i'm happy there's so much you have to go through 
1999,i had a picture of you in my mind never knew it could be so wrong the friend that was there all along had a picture of you in my mind 
2012,i'm sorry so sorry but that don't right i'm sorry i'm sorry so sorry so sorry 
2015,my love waits there in san francisco above the blue and windy sea when i come home to you san francisco above the blue and windy sea 
2007,in the meadow we can build a snowman we'll pretend that he passing round but you can do the job while you are in town we'll play on a frame the plans that we made 
2011,tell the people what she wore so in the locker she wanted to stay so in the blanket she wanted to stay so in the water she wanted to stay 
2007,yes it's gonna be a cold lonely summer but i'll fill the emptiness i'll send you all my dreams i'll see you in the sunlight 
2008,baby won't you show me the way back to your heart lead me back to the road that leads back to your arms show me the way back to your heart 
2001,they say it's a miracle and i believe that it is love makes it hard love takes the tears and the pain and turns it into the beauty that remains 
2008,although it's been said many times many ways merry christmas to to you baby oh my love oh merry christmas to you if i touched you like you want me to touch right now girl 
2016,god only knows what i'd be without you if you should ever leave me though life would still go on believe me well life would still go on believe me 
0,to a song dissolved in the dawn bygone bygone a children's song their song is love and the children know the way 
2004,i'm gonna be round my vegetables i'm gonna chow down my vegetables i'm gonna keep well my vegetables cart off and sell my vegetables 
2012,i'm boarding up the windows you're standing in the eye of the hurricane and think i'm fine like i'm in the eye of the hurricane 
2007,old dirt road watching the fire as we grow rambling rose watching the fire as we grow well i'm sold 
2004,she's so lucky she's a star if there's nothing missing in my life then why do these tears come at night she's so lucky 
2005,with the taste of your lips i'm on a ride i'm addicted to you don't you know that you're toxic and i love what you do don't you know that you're toxic taste of your lips i'm on a ride 
2004,why don't they just let me live tell me why i don't need permission make my own decisions oh they say i'm crazy everybody's talkin all this stuff about me they say i'm nasty i don't need permission make my own decisions oh 
2007,keep watching feels like the crowd is saying gimme gimme more gimme gimme more gimme gimme more gimme more give me more yeah 
2008,was she everything that you were looking for cause all we had is broken like shattered glass my face is gonna haunt you all the time i promise that you gonna want me back 
2008,oh oh tell me have you seen her but all of the boys and all of the girls are begging to if you seek amy love me hate me but can't you see what i see love me hate me say what you want about me yeah 
2008,baby you're so unusual break my heart i expect you to so why haven't you unusual you 
2008,can't remember what i did last night maybe i shouldn't have given in but i just couldn't fight hope i didn't but i think i might've everything everything is still a blur 
2008,you can come take me away hold me tight and don't let go mmm papa love you you love it when i'm freakin out 
2008,you can cry your eyes out of your head i don't you can cr-cr-cry ag-gain-gain yeah i did it again and again 
2008,all of my days without you now living with you see everything's true my baby it's you my baby my baby my baby 
2009,got one eighty degrees and i'm caught in between countin and i'm caught in between counting and i'm caught in between shoutin 
2011,cause you feel like paradise and i need a vacation tonight so if i said i want your body now but you know i'm just your type 
0,they've been swimming in the wrong waters cause i know that you'll lift me out have your way here cause i know that you are gonna pull me out 
0,you kiss me in the rain and i know i wouldn't be the same you kiss me once again i forget what i'm babbling about 
0,i would give anything to make you better i know you might blame me anyway you're not helping yourself by hurting me 
1999,no matter what i might say there's a message in the wire and i'm sending you this signal tonight and it looks like i'm losing this fight no matter what my friends say 
2004,two lovers in love can't make it no matter how hard i try i always make you cry all that's happening here is a long goodbye 
2014,sleigh bells ring are you listenin in the lane snow is glistenin a beautiful sight we're happy tonight he sings a love song as we go along 
2006,divided we fall and if our backs should ever be against the wall we'll be together together you and i and if the world about you falls apart my love 
2010,you can count on me like one two three i'll be there i can count on you like four three two and you'll be there cause that's what friends are supposed to do oh yeah you know you can count on me like one two three i'll be there 
2010,yes i would die for you baby but you won't do the same yes i would die for ya baby but darling i'd still catch a grenade for ya yeah yeah yeah 
2010,today i don't feel like doin anything i just wanna lay in my bed cause today i swear i'm not doin anything cause today i swear i'm not doin anything nothing at all 
2010,i think i wanna marry you is it the look in your eyes cause it's a beautiful night i think i wanna marry you oh 
2014,all you young wild girls you make a mess of me you make a mess of me you'll be the death of me the death of me i'll always come back to you come back to you 
2014,that place we went the last time the last time that place we went the last time the last time ohh oh-ooh moonshine oh moonshine 
2015,that i should've bought you flowers and held your hand should've gave you all my hours when i had the chance take you to every party cause all you wanted to do was dance should've gave all my hours when i had the chance 
1998,well it's along way up and we won't come down tonight cause tonight you will be mine - up on cloud number nine and there ain't no place that i'd rather be yeah the weather is really fine - up on cloud number nine 
2007,run for the sun little one time to change superman he'll be with us while he can in the land of make believe 
0,big time - anytime you kiss me i can't wait let's have a big time - you and i just wanna have a good time - when we fly let's have a big time - yeah-ah-ah 
2008,it'll make you go round & around you got to know it by now back and forth love will show you where it's at 
2007,just stop stop cause i really love you really love you stop stop i been thinkin of you whatever a-ba-da whatever i will ever i will ever i will ever i will ah 
2001,i write the songs of love and special thing s i write the songs that make the young girls cry i write the songs i write the songs i am music and i write the songs 
2012,hey i just met you and this is crazy it's hard to look right at you baby and all the other boys try to chase me before you came into my life i missed you so bad 
0,you know it's up to me so don't break me tonight and you know yes i need your love 
2012,but i don't want it to end and i wish it didn't feel like this like this cause i don't wanna miss this kiss and you're dancing to where i am 
2012,what makes you so beautiful is you don't know how beautiful you are you're not tryin to be perfect you're not trying to be perfect 
2015,i really really really really really really like you and i want you do you want me do you want me too oh did i say too much i'm so in my head 
1990,nobody does it better makes me feel sad for the rest nobody does it half as good as you baby baby darling you're the best 
1963,though we really did try to make it and i just can't fake it though we really did try to make it we can't make it though we really did try to make it we can't make it now 
1963,i will follow anywhere that you tell me to if you need you need me to be with you if you're out on the road 
0,working together day to day together and when the evening comes we smile we'll find a place where there's room to grow and yes we've just begun 
2009,close to you and decided to create a dream come true so they sprinkled moondust in your hair of gold and starlight in your eyes of blue 
2007,i fell in love with you don't you remember you told me you loved me baby you said you'd be coming back this way again baby i love you i really do 
1985,i'm on the top of the world looking down on creation and the only explanation i can find is the love that i've found ever since you've been around your love's put me at the top of the world 
2007,but it's going to take some time this time after all the tears we've spent and i'm on the road again and it's going to take some time this time 
1986,sing sing a song make it simple to last your whole life long for anyone else to hear just sing sing a song 
1986,when i was young i'd listen to the radio every shing-a-ling-a-ling that they're starting to sing's when they get to the part where he's breaking her heart those old melodies still sound so good to me 
2007,only yesterday when i was sad and i was lonely you showed me the way to leave the past and all its tears behind me tomorrow may be even brighter than today 
2009,if there's a letter in your bag for me for me to hear from that boy of mine mister postman why don't you check it and see one more time for me 
2007,and oh i just fall in love again and there i go i just fall in love again and when i do can't help myself i fall in love with you can't help myself i fall in love with you 
2003,i hear singing and there's no one there i smell blossoms and the trees are bare all day long i seem to walk on air i know just what's the matter 
2005,cause i don't wanna spend my life jaded waiting the still of the morning the color of the night i ain't spending no more time wasted oh i don't wanna spend my life jaded waiting 
2005,some hearts some hearts have the stars on their side some hearts just get lucky sometimes some hearts just get lucky 
2008,oh that i dug my key into the side i slashed a hole in all four tires oh maybe next time he'll think before he cheats oh before he cheats 
2007,and now he's wrapped around her finger and his heart belongs to that sweet little beautiful wonderful perfect all-american girl but now he's wrapped around her finger 
2007,and when you figure out love is all that matters after all sometimes that mountain you've been climbing oh and when you figure out love is all that matters after all seem so small yeah yeah yeah yeah yeah 
2012,there's not enough wind in oklahoma to rip the nails out of the past shatter every window till it's all blown away every tear soaked whiskey memory blown away blown away 
2012,but the women in the two black veils didn’t bother to cry yeah they took turns laying a rose down he’s not the only one who had a secret to hide but the women in the two black veils they didn’t bother to cry 
2012,you are the light i follow i will see you again oh i will carry you with me oh till i see you again 
2009,and i wanna uh-uh-uh-uh-uh-undo it you had my heart now i want it back i'm starting to see everything you lack i wanna uh-uh-uh-uh-uh-undo it 
2013,i don't even remember why i'm wasting all these tears on you cause you didn't give a damn about me wasting all these tears on you 
2005,i'm every woman it's all in me i'll do it naturally cause i've got it i'm every woman 
2008,i've been listening to your show but that s just the company i keep ooooh i don't need to see your face you're sounding so good to me 
2006,and these songs that you sing to the people you're singing them to and these songs that i sing to the people i'm singing them to 
2009,and hell's too far to go what you need and what you know and they're trying to drive that escalator into the ground there's thunder there's lightening and an avalanche of faces you know 
2007,that i'd meet girls like you just the other day i heard surrender surrender now i had heard the wacs recruited 
1991,the dream police they come to me in my bed the dream police they're coming to arrest me cause they're waiting for me every single night they're driving me insane 
0,that little girl inside of you i once knew now i can't take it alone i can't make it alone i try to tell myself don't need you anymore 
2004,how does it feel to be better oh tell me why did you take the time to tell me that you came to say goodbye why did you waste your time 
0,you don't have to say you love me just be close at hand you don't have to stay forever but believe i will never tie you down 
2007,i'll tell you why kids i've got something to say your mother and i don't see eye to eye 
2011,we've already saidgoodbye i don't want you to tell me just what you intend to do now cause how many times do i have to tell you darlin darlin i'm still in love still in love with you now 
1999,when you meet a boy but he loves you not for the way of love just the way that you 
2008,the pride of all our friends with a love that's so one-sided there's no chance at all the walls have gotta fall 
0,don't hide your love don't hide your love not if you care for me not if you care for me it isn't fair for me don't hide your love 
2016,the carousel man kept me going around and round that i'd stay around and i found my place in life 
0,did you know you never had it you'd be coming around love's pouring out of my soul and i betcha didn't know 
0,it's in his kiss that's where it is if it's love if it really is it's there in his kiss oh it's in his kiss that's where it is 
0,the music's no good without you baby come back to me come back to me come back to me the music's no good but i know you don't need me anymore 
