year,V1
1980,you're always so right oh my hate is always blowing up but i hope that we can break it down it's not so black and white so right 
2008,would lead me to believe you make everything glorious and i am yours you are glorious you are glorious 
2009,oh oh how he loves us how he loves us oh how he loves oh how he loves us all 
2007,white collared conservative walking down the street i got my own world to live through point your plastic finger at me i've got my own world to live through 
1999,ladies leave your man at home and all you fellas leave your girl with her friends yes it's true you got a man all you ladies leave your man at home 
2001,i don't think you ready for this jelly i don't think you ready for this baby can you handle this i don't think you can handle this 
2007,and the way i feel if i told you once i told you twice you're everything i wanted to be i will always love you so 
2005,the humpty dance is your chance to do the hump do the humpty hump come on and do the humpty hump do ya know what i'm doin doin the humpty hump do the humpty hump do the humpty hump 
2009,everybody says that i've gotta get a grip but i just think i'm free man i'm just living my life man i'm just livin my life 
2008,dizee rascal that's why i'm asking b if i'm out on a date tell your boyfriend to hold your jar 
2011,all i do is win win win no matter what got money on my mind i can never get enough and every time i step up in the building and if you goin in put yo hands in the air make em stay there 
0,all i care about is money and the city that i'm from i'ma sip until i feel it i'ma smoke it till it's done yeah fuck it i'm on one fuck it i'm on one 
2013,stay down with my day one niggas and we in the club screaming i still ride with my day one niggas i don't really need i stay down from day one i say fuck all y'all niggas fuck y'all niggas except my niggas 
1998,one two x is comin for you don't give a fuck about your family they'll be resting with you and if you got a daughter older then 15 i'ma rape her cause once i hit you in your head the witnesses start runnin 
0,lying ass bitch you ain't shit do i got to hollar his name too what type of games is being played how's it going down if it's on till it's gone then i gots to know now is you wit me or what nigga try to give me a nutt 
2007,fuck around and i'm gon bite you and snatch the plate just keep it real partner give to the needy uh-huh uh-huh fuck around and i'm gon bite you and snatch the plate uh-huh uh-huh fuck around and i'm gon bite you and snatch the plate arf arf 
1998,"ay yo i'm slippin i'm fallin i can't get up ay yo i'm slippin i'm fallin i gots to get up get me back on my feet so i can tear shit up and much respect to all my ""come on"" that kept it real "
2010,y'all gon make me go all out all your mens up in the jail before suck my dick y'all gon make me lose my cool you're broke the kid ain't yours and e'rybody know 
1999,what these bitches want from a nigga what you want what you want aiyyo tell me what you want from me so what you want 
2001,bring it what we're not goin anywhere this is ours and we don't share bring your crew cuz we don't care 
2003,then we let it pop don't let it go what x gon give it to ya he gon give it to ya then we let it pop don't let it go i ain't got it so you can't get it yeah 
2003,you don't wanna party then your ass gotta go what freak to this motherfucker let's get it on get it get it on the floor that's right i can't stand em fake ass niggaz wanting to be the phantom 
2005,george clinton and dr dre swing down sweet chariot stop and let me ride with all the niggas sayin swing down sweet chariot stop and let me ride with all the motherfuckin bitches sayin swing down sweet chariot stop and let me ride you know what i'm sayin 
0,bitches ain't shit but hoes and tricks lick on these nuts and suck the dick gets the fuck out after you're done and i hops in my ride to make a quick run 
2010,oh today it begins i keep having the same dream and i think that i just realized what it means i can tell it wasn't love i just thought you fuck with me 
2010,i swear it feels like the last few nights we've been everywhere and back i'm doin me i'm doin me i'm livin life right now man and this is what imma do until it's over 
2010,drake - chorus i'm about whatever man fuck what they be talking about i'm a bad bitch i ain't never been a mixed breed 
2010,you you fancy huh wave em at the bitches hating on you with their friends girl you got it and my to girls 
2011,you know good and well that you don't wanna problem like that i even gave em a chance to decide now it's something they know when they get my shit and play it i don't even gotta say it 
2011,i know things get hard but girl you got it wondering what's on your mind it must be hard to be that fine when all these muthafuckas wanna waste your time it’s just amazing girl all i can say is 
2011,hook lil wayne are you high right now do you ever get nervous you getting money you think them niggas you with is with you 
0,you only live once that's the motto nigga yolo like we sittin on the bench nigga we don't really play every day every day fuck what anybody say can't seem em cause the money in the way real nigga what's up 
2013,i just love when i'm with you yeah this shit is on ten you would look at me with no hesitation and you'd tell me baby it's yours nobody else's yeah this shit belong to nobody it's yours and nowadays when i ask about who got it they say it's yours 
2013,"jealousy in the air tonight i could tell been ready it's real i don't know about you she just want to smoke and fuck i said ""girl that's all that we do"" i got to kill off the weak shit that's got all you niggas excited "
2013,it's a lot fuck that nevermind what i got nigga don't watch that cause i no help that's all me i swear to god i got 99 problems but a bitch ain't one 
0,and don't tell me what to do and don't tell me what to say and don't tell me what to do yeah don't don't you tell me what to say 
2015,brutus in that booth double scoop hock vomit up bruh i don't fuck with no cops rolling with that flow swamp catch me over stove top rapping to that coke rock dim the floor lights focused like it's nothing cause it's nothing bitch 
2014,if we married then i'll guess you'd have to be i don't want you no i don't wanna love you no and all i'm left with is to pick up my personal pieces jesus 
2014,i never tried to win you over mmmm c'mon and take it back love c'mon and take it back for us don't you fade into the back love 
2006,i'm not aware of too many things religion is the smile on a dog i know what i know if you know what i mean d-doo yeah philosophy is a walk on the slippery rocks 
2008,i told y'all mother what y'all can't stop me now listen to me now i'm lastin twenty rounds i know you dig the way i sw-sw-switch my style getcha getcha getcha getcha getcha freak on 
0,but if i go will you love me will you want me like that and if i leave will it end if i go will you love me 
2011,cause i only wanna give it to you and i want you more than a new pair of shoes i only wanna give it to you i said i only wanna give it to you 
1999,so when you see me on your block with two glocks i just don't give a fuck talkin that shit behind my back dirty mackin tellin your boys that i'm on crack 
2005,who my name is chika-chika slim shady what my name is chika-chika slim shady i smoke a fat pound of grass and fall on my ass huh my name is chika-chika slim shady 
2005,i don't mean to be mean but that's all i can be it's just me and i am whatever you say i am in the paper the news every day i am i don't know it's just the way i am 
2005,i'm slim shady yes i'm the real shady so won't the real slim shady please stand up cause i'm slim shady yes i'm the real shady and whether you like to admit it rip i just shit it 
2007,yo i want everyone to listen to the words of this song white america i could be one of your kids it's white america i could be one of your kids for white america i could be one of your kids 
2007,let's get down to business i don't got no time to play around what is this must be a circus in town let's shut that shit down on these clowns can i get a witness 
2007,i never meant to hurt you i never meant to make you cry but tonight i'm cleanin out my closet ha but tonight i'm cleanin out my closet 
2007,now this looks a job for me cause we need a little controversy cause it feels so empty without me i said this looks like a job for me 
2007,sing it with me if it's just for today come on sing with me sing for the year sing that shit we're nothin to you but we're the fuckin shit in they eyes sing with me sing for the year sing it 
2007,till the smoke clears out - am i high perhaps i'ma rip this shit till my bone collapse music is like magic there’s a certain feeling you get when you're real this is your moment and every single minute you spend trying to hold onto it 
2005,we all fall down like toy soldiers but the battle wages on for toy soldiers if some shit ever just pop off i'm supposed to be beside em this ain't what i'm in hip-hop for it's not why i got in it 
2006,come with me and i won't steer you wrong put your faith and your trust as i guide us through the fog through the swamp we gonna mosh through the marsh take us right through the doors c'mon 
2005,now i'm gonna make you dance get your chance yeah boy shake that ass oops i mean girl girl girl girl yeah boy shake that ass 
2005,the way you shake it i can't believe it i don't believe it it's almost too good to be true so gwen stefani will you pee-pee on me please cause the way you move it you make my pee-pee go 
2005,stiffen that upper lip up little lady i told ya daddy's here to hold ya through the night i know mommy's not here right now and we don't know why but i promise mama's gon be alright 
0,"and when i'm gone just carry on don't mourn rejoice every time you hear the sound of my voice just know that i'm looking down on you smiling they're saying ""you've got one more chance to do right"" and it's tonight "
2010,you can call out your guards you can fence in your yard you can hold all the cards oh no i won't back down oh no 
2010,i'm not afraid i'm not afraid to take a stand to take a stand everybody everybody come take my hand come take my hand i shouldn't have to rhyme these words in a rhythm for you to know it's a rap and to the fans i'll never let you down again i'm back 
2010,i don't need you no more don't want to see you no more that's right you don't hurt me and i don't need you no more don't want to see you no more and i don't need you no more 
2010,i'm a space-bound rocket ship and your heart's the moon and i'm aiming right at you right at you and i'm aiming right at you right at you right at you you won't even listen so fuck it i'm trying to stop you from breathing 
2010,but that's alright because i like the way it hurts but that's alright because i love the way you lie so they say you're best to go your separate ways guess that they don't know ya don't you hear sincerity in my voice when i talk 
2015,i'm beginning to feel like a rap god rap god they said i rap like a robot so call me rapbot let me show you maintaining this shit ain't that hard that hard and i don't know what the fuck that you rhyme for 
2015,i'm friends with the monster that's under my bed get along with the voices inside of my head you trying to save me stop holding your breath and you think i'm crazy yeah you think i'm crazy 
2013,got it all but i still won't change maybe that's why i can't leave detroit it's the motivation that keeps me going this is the inspiration i need 
2003,philosophy is the talk on a cereal box i know what i know if you know what i mean d-do ya before i get too deep what i am is what i am 
0,no you're never gonna get it never ever gonna get it had your chance to make a change it doesn't matter what you do or what you say 
2007,ne-yo i'm a movement by myself but i'm a force when we're together but baby you you make me better 
2010,poppin bottles in the ice like a blizzard when we drink we do it right gettin slizzard hell yeah make you put your hands up make you put your hands up when we drink we do it right getting slizzard 
2010,if you still don't get it let me spell it out o-m-g you're so sexy you know you caught my eye with a b-o-o-t-y she says she wants to go back to my c-o-n-d-o 
2012,we are one tonight so turn up the love turn up the love we're turnin up the love 
2015,and any minute i'll be coming through cause here i come get ready cause here i come coming for yah baby get ready cause here i come get ready cause here i come 
2015,i'm like yeah she's fine and i got this soda remy boyz they know us all fast money no slow bucks 
2008,the whole club was looking at her she hit the floor she hit the floor and the reebok's with the straps with the straps she turned around and gave that big booty a smack hey 
2015,even nicer when it makes you feel good come on baby let the good times roll when the party gon stop let the good times roll gotta be the hottest when you shine like chrome 
2011,i'm about to drive to the ocean i'mma try to swim from something bigger than me take off this suit and swim good and swim good good i'm about to drive in the ocean 
2013,heard you a freak put my name on it montana she want to give it to me out the door she backed it up then she tipped on her toes and what the fuck you talking about with the big figures 
2012,i'm lookin for her i heard she keep her promises and never turn on you i heard she ain't gon cheat and she gon never make no move you can't tell a nigga nothin because i got my cash right 
2013,talking bout you popping tags nigga you ain't bought shit talking bout a hunned bottles nigga you ain't popped shit all you talk nana clips nigga you ain't shot shit spending money on these hoes nigga you ain't fuck shit 
2007,i am milk i am red hot kitchen and i am cool i am lost 
2006,tell your crew to be easy niggaz run around get word to the dj tell em staten island's in the house put the record on replay quick to pick a honey up shit the flow's bounty 
2007,jump on it let's do it ride it my pony if you're horny let's do it you'll be on my jockey team 
1995,but it don't look that way to me my mind won't allow me to not be curious i shouldn't smoke so much but i do with the crew so what's your angle try to separate me from the 
2011,i ain't happy i'm feeling glad i'm useless but not for long the future is coming on bet you didn't think so i command you to 
2005,i need a gun to keep myself from harm the poor people are burning in the sun i need a gun cause all i do is dance cause all i do is dance 
2005,it's coming up you just think it hold it down there jump with them all and move it 
2008,you won't admit to it and you can't live like this and you you can't live like this 
2009,so i'll ask you kindly to make your way the perfect glare we all fall through and what was left 
2007,they like the way we react every time we hear the every time the bass bang let the beat wind you up and don't stop till your time is up 
2007,now that you got it what you gonna do about it what you gonna do about it what you gonna do about it if i'm really your baby then share with me your secrets and all what you gonna do about it what you gonna do about it hey hey hey oh 
2016,b-boys i met you at the bus stop but i won't lie hey i beat em with the flow for days we had nothing but the tuck shop b-b-b-b-b boys i met you at the bus stop 
2006,i came to win i came to get down so get out your seat and jump around jump up jump up and get down 
2003,{das} so come on and chickity - check yo self before you wreck yo self yeah come on and check yo self before you wreck yo self {ice} big dicks in yo ass is bad for yo health {ice} cause bitches like you is bad for my health 
2014,i'm so fancy you already know i'm in the fast lane from la to tokyo i'm so fancy can't you taste this gold remember my name bout to blow 
2013,i’m tryna let you know what the fuck that i’ve been through sixteen in the middle of miami now get this work working on my shit 
2011,"""i can't get enough can't get enough"" i need that so don't you stop i need that"" i'll beat the pussy up that's the hook right thurr "
2011,like is it the real thing i'm here for one night how far would you go i wanna see you work out for me work out for me now girl would you drop that thing down to the floor 
2010,i mean the shit was all bad just a week ago who dat who dat bitch i got that flame i got my finger on the trigger tell that nigga hold dat i gotta say who dat who dat bitch i got that flame 
2013,got me up all night all i'm singin is love songs she got me up all night constant drinkin and love songs she got me up all night down and out with these love songs she got me up all night all i'm singin is love songs 
2013,you're the one that was trying to keep me way down but like the sun know you know i found my way back round take it from a man that loves what you got like the sun i know you know i found my way back round 
2008,to all my bitches that be givin it up uh to all ma niggaz that be livin it up we say c'mon we get live c'mon it's my time 
2008,go on let it sink in blame it on the blue top got you feelin dizzy blame it on the a-a-a you can blame it on the goose 
2004,i don't wanna fall in love you make the knife feel good baby yeah i don't want to fall in love 
1912,nasty nasty boys don't mean a thing huh nasty nasty boys don't ever change huh nasty nasty boys don't mean a thing oh you nasty boys don't mean a thing to me uh 
2008,with you so in love baby so in love so in love baby you so in love 
2015,people of the world today are we looking for a better way of life we are a part of the rhythm nation we can get it right one time 
2015,i really miss you much m-i-s-s you much i'll tell anyone whose heart can comprehend whose heart can comprehend baby i really miss you much m-i-s-s you much i really miss you much i really miss you much m-i-s-s you much i really miss 
2015,they said it wouldn't last cause i've learned in the past that love will never do without you love will never do sing never do without you sing it again now 
0,can't you see my desire that's the way love goes baby i've got on what you like ooh that's the way love goes 
1997,you gotta mean what you say tryin to please everyone you can't blame nobody but you the only one you know you cannot lie to 
2013,i did not know it was love i hope this night will last forever makes me feel this way loves me better than you 
2010,i can do it like a brother do it like a dude grab my crotch wear my hat low like you we can do it like the man'dem man'dem we can do it like a brother do it like a dude 
2007,do it shinin in the light just by the chain u can tell a big kid do a stain how bout the ride n let the diamonds smoke off the range do yo chain just by the chain u can tell a big kid do a stain do yo chain 
2006,i got king kong in the trunk i got king i got king kong a king kong you can put ‘em in the trunk of the mcclaren king kong king king king kong king 
2008,we fly high no lie you know this ballin foreign rides outside its like showbiz we in the building we stay fly no lie you know this ballin hips and thighs oh my stay focused 
2007,i don't want nobody else i love you there won't be somebody else and that's true say you'll always be my friend sweet darling a woman like you is no good for me 
2001,i can tell you're lying cause when you're replying my bad you're out how'd you get it on i'm not dumb 
2010,you've got to live and learn i don't wanna be the one livin is the only way that you're ever gonna see 
2015,oh how he loves us so oh how he loves us how he loves us so yeah he loves us 
0,go and tell that midnight rider tell the rambler the gambler the back biter tell em that god's gonna cut em down tell em that god's gonna cut you down 
2012,bands a make her dance bands a make her dance and it ain't a strip club if they ain't showing pussy throw some money in the air all the bad bitches gon grab it she make that ass clap dancing like she on a dick 
2009,i was a player i was a player when i was little a heart breaker when i was little cause we're bigger 
2009,hook ho who is you playing with back that ass up girl who is you playing with back that ass up put the bitch on a roll then i hit it y'all 
2004,uh i like it like that she working that back i don't know how to act you must have heard about them hoes that i beat up in my home i don't think that nigga could do you better than i could do ya know 
2012,so don't you dare leave me now but you can hurt me tomorrow okay it's on you uh huh uh huh uh yeah okay but you can hurt me tomorrow 
2006,jesus walks god show me the way because the devil trying to break me down jesus walk and i don't think there's nothing i can do to right my wrong jesus walk with me i wanna talk to god but i'm afraid because we ain't spoke in so long i want jesus 
2006,now i ain't sayin she a gold digger but she ain't messin wit no broke niggas now i ain't sayin she a gold digger uh but she ain't messin wit no broke niggas uh 
2007,n-n-now that don't kill me can only make me stronger i need you to hurry up now cause i can't wait much longer i know i got to be right now cause i can't get much wronger i need you to hurry up now oh cause i can't wait much longer oh 
2008,as i recall i know you love to show off but what do i know flashing lights lights as you recall you know i love to show off but you never thought that i would take it this far 
2010,so i think it's time for us to have a toast let's have a toast for the douchebags let's have a toast for the assholes let's have a toast for the scumbags every one of them that i know and i always find yeah i always find yeah i always find somethin wrong 
2013,i can't handle no liquor but these bitches can't handle me i can't control my niggas i don't hear your phone 
2015,ponderosa twins plus one and brenda lee all them other niggas lame and you know it now kanye west ponderosa twins plus one and brenda lee what you doin in the club on a thursday 
2008,i can see it that can't stop myself from lookin that girl is a bad girl i've seen her type before she's so dangerous i see you got that fire by the way that your walkin 
2012,i told you so don't wanna brag but you already know oh-oh don't wanna brag but you already know i told you i told you 
2014,imma do it do it like i wanna do it you gon know me like you ain't never known me before you gon love me like you ain't loved nobody before you gon love me like you ain't love nobody before 
2013,thought you were the perfect lover you and me are through though watch me hit it solo but no he didn't do jack for me ooh and yeah i guess it wasn't meant to be 
2007,you're so gay and you don't even like boys no you don't even like boys no you don't even like no you don't even like penis 
2015,now i run the game got the whole world talkin king kunta everybody wanna cut the legs off him king kunta bitch where was you when i was by the time you hear the next pop the funk shall be within you 
2015,"i said i'm trapped inside the ghetto and i ain't proud to admit it ""shit don't change until you get up and wash yo ass nigga shit don't change until you get up and wash yo ass boy shit don't change until you get up and wash yo ass nigga "
2015,i can feel your reign when it cries gold lives inside of you i love it when i'm in it i love it when i'm in it i don't know how long i can wait in these walls if your walls could talk they'd tell you it's too late 
2015,"nigga we gon be alright we gon be alright do you hear me do you feel me we gon be alright lookin at the world like ""where do we go"" "
2015,i said they treat me like a slave cah me black how you no see the whip left scars pon me back but now we have a big whip parked pon the block you hate my people i can tell cause it's threats when i see you 
2009,and it knocks you down when it knocks you down knocks you down so will you bring a better future than i had in the past 
2012,can't say i'm not hurt cause i-i can't stay here if there's no love yeah i-i can't stay here cause i've had enough i-i can't stay here cause i've had enough 
2013,baby let me put your panties to the side ‘cause i'ma give you what you need yeah i don’t know what it is you gotta show me 
2003,the wild wild west parties ball in the park the gangs that used to do it now they idolize us guns we don't like to use them 
1999,the mac dad will make you jump jump daddy mac will make you jump jump kris kross will make you jump jump i make you wanna jump jump 
1992,warm it up kris cause that's what i was born to do cause when i put the mic in my hand i start wreckin it they call me the d-a-double d-y-m-a-c kris kross show em how it's done 
2012,but what is love it's just sex without the sexual healing without some tender meanings 
2011,throw bombs on it throw bombs on it yeah cause we throw bombs on it cause we throw bombs on it yeah 
2014,ridin-ridin wit my top down listenin to this jesus music ridin wit my top down litenin to dis jesus ridin wit my top down listenin to this jesus music ridin wit my top down listenin to dis jesus music 
2010,i know it's up for me if you steal my sunshine making sure i'm not in too deep i know it's done for me 
2007,juve nigga you got that yayo bg you better run from em nigga bg well won't you front somethin nigga bg well won't you front something nigga 
2008,t-pain + lil wayne take it out your pocket and show it then hang over the wall of the vip chorus t-pain + lil wayne 
2009,so i pick the world up and i'ma drop it on your fuckin head yeah so i could pick the world up and i'ma drop it on your fuckin head ha-ha yeah hop up in my spaceship and leave earth motherfucker i'm gone motherfucker i'm gone i'm gone pick the world up and i'ma drop it on your fuckin head yeah 
2011,she just started to pop it for a nigga and looked back and i say i ain't doubt you for a second i squeeze it i could tell how it feel i wish we could take off and go anywhere but here baby you know the deal 
