year,V1
2011,with a kiss you can strip me defenseless i get weak when i look at you i get weak when you're next to me i'm in deep when i look in your eyes 
2003,live your life be free you got to open up your heart and you will see open up your eyes and you will see 
2006,i'll shine for you yeah that's what i'll do then i can shine for you that's what i'll do 
2006,and it's bigger than me this sun is bigger to be bigger than me this sun is bigger and it's bigger than me this world is bigger yea it's bigger than me this world is bigger 
2001,now i know all the wrong turns and i know that i am that i know 
2006,and i know i was wrong when i said it was true that it couldn't be me and be her in between yesterday i got so scared yesterday away from you 
1995,if you don't like my fire then don't come around cause i'm gonna burn one down yes i'm gonna burn one down yes i'm gonna burn one 
2002,she is a slut but her ex thinks it's sexy i am wasted but i'm ready i'm running as fast as i can i'm running a fast as i rock 
2006,show me all the rules girl i just want to get em wrong i just want to belong i try to win without a fight 
0,it's in his kiss or is it in his face oh it's in his kiss oh no that's not the way 
2009,honesty is such a lonely word and mostly what i need from you -esty is such a lonely word mostly what i need from you 
2002,say you'll stay don't come and go yeah i need to know all about you 
2004,get up get up get over take me to your blackened sky if you submit to if you wanna get it 
2004,then you shut your eyes you close me away that's the message in your eyes in your eyes that's the message in your eyes i want to feel your breath here with me and kiss you 
2004,i didn't know it would break it's all inside we always said it's forever in and i'm trying not to feel this music's for you 
2003,you've opened the door to reason find the ideal height circumstance predicted circumstance depicted 
2007,i pray to god that you're right before my eyes time's what we don't have everywhere i look someone dies i built a time machine to escape from all the pain in the back of my car 
2007,i'll be sitting on the left side if we don't know where we belong look out kid cause here it comes you're not the lucky ones 
2007,you don't have to run and hide eleanor eleanor you would be folding stars you can't ever understand each other won't understand 
2009,help me be captain of i won't show what's underneath i can't climb up your ladder i can't ride your horse 
2009,son of henry i'm the first in line i wanna scream one last death medley need that golden rule that golden rule i want to scream one last death medley 
2009,there's a girl there's a girl there's a girl there's a girl and she's down by the river she's down by the river she's face down in the river 
2009,it's you and me til the end of time when we collide we come together if we don't we'll always be apart i'll take a bruise i know you're worth it 
2014,it feels like we're ready to crack these days you and i we're always running scared but holding knives but there's a black chandelier it's casting shadows and lies 
2007,‘cause i saddle up my horse and i ride into the city and i saddle up my horse and i saddled up my horse 
1996,with the sun and moon as gifts but the only son you ever saw were the two he left you with oh lord where did the feeling go 
2002,between our father and our son between the city and the one between the woman and a boy between the child and a toy 
2005,so look away look away from the love that i hide way down deep in my soul so look away look away 
1996,if there's one great thing to happen in my life let it be the time for peace let it be the time of right i've seen the way of martyrs i've seen the way of kings i've seen the hope that love can bring 
2007,and i'll love her yet though she has done me wrong can i bring her back though she has been long gone and i'll always be her and i'll bring her back though she has been long gone 
2003,now i taught the weeping willow how to cry and i showed the clouds how to cover up a clear blue sky and the tears that i cried for that woman are gonna flood you big river and it tore me up every time i heard her drawl southern drawl 
2005,i don't hear a word they're sayin i don't even see their faces only the shadow of their eyes i said everybody keeps talkin at me 
2006,well this could be the last time this could be the last time i don't know oh no i don't know oh no oh no 
2002,oh oh dancing with myself leave me dancing with myself if i had the chance i'd ask the world to dance 
2008,in the midnight hour she cried more more more with a rebel yell she cried more more more wow in the midnight hour babe more more more with a rebel yell she cried more more more 
2007,well i just got into town about an hour ago are you a lucky little lady in the city of light or just another lost angel in city of night into your blues yeah 
2001,yes the cradle of love i rocked the cradle of love rock the cradle of love ooh don't rock easily it's true ooh yeah ow 
2007,and i guess that i just don't know but not mine - heroin i can feel it i said jesus died for somebody's sins 
2009,that's the side of town i was born in i love her she loves me but i don't fit in her society every night i watch the lights from the house up on the hill one fine day i'll find the way to move from this old shack 
2009,yeah yeah yeah yeah yeah yeah yeah yeah yeah i knew you when you were lonely a girl all alone without love 
1989,she broke my heart but i love her just the same now i need her loving and i'm not ashamed now hush hush early in the morning hush hush late in the midnight 
2011,i am the entertainer and i know just where i stand but i know the game you'll forget my name and i won't be here in another year if i don't stay on the charts oh 
