year,V1
2012,so she ran away in her sleep and dreamed of para-para-paradise every time she closed her eyes she dreamed of para-para-paradise 
2014,and i don't and i don't and i don't and i don't no i don't it's true i fall so hard and i call it true 
2002,and it seems as though the writing's on the wall superstar you finally made it now i don't even wanna please the fans when i knew that it was best to go 
2015,so i wished you the best of all this world could give and i told you when you left me there's nothing to forgive i'm jealous of the way you're happy without me i wished you the best of all this world could give 
1999,i'll be your shoulder when you cry i'll hear your voices when you call i am your angel i'll be your shoulder when you cry your shoulder to cry 
2003,i wanna know if you're busy i wanna know if you're doing anything tonight i wanna know if you missed me i wanna know baby 
2009,and i can’t do this by myself all of these problems they’re all in your head and i can’t be somebody else you took something perfect 
2008,would lead me to believe you make everything glorious and i am yours you are glorious you are glorious 
2009,oh oh how he loves us how he loves us oh how he loves oh how he loves us all 
2006,rain down all around the world we're singing rain down can you hear the earth is singing rain down my heart is dry but still i'm singing rain down rain it down 
2011,think you've made your greatest mistake i'm not gonna call this a break think you really blew it this time i see it written in your face you know you made it 
2016,silly of me to think that you could ever really want me too you're just a lover out to score what could it be in you i see and i know that i should be looking for more 
1999,and you have the audacity to even come and step to me can you pay my bills can you pay my telephone bills so you and me are through 
1999,ladies leave your man at home and all you fellas leave your girl with her friends yes it's true you got a man all you ladies leave your man at home 
1999,"if no one is around you say ""baby i love you"" you acting kind of shady ain't callin me baby better say my name why can't you just tell the truth "
2001,you thought that i'd be sad without you i laugh harder i'm a survivor i'm not gon give up i'm a survivor i'm gonna make it i will survive keep on survivin 
2001,i don't think you ready for this jelly i don't think you ready for this baby can you handle this i don't think you can handle this 
2005,can you keep up babyboy make me lose my breath hit me hard make me lose my breath gave you the wheel but you can't drive me 
2007,and the way i feel if i told you once i told you twice you're everything i wanted to be i will always love you so 
0,i've kept the memories one by one i know i'll never love this way again so i keep holding on before the good is gone i'll stand here and remember 
2007,why do you have to be a heartbreaker when i was being what you want me to be this world may end not you and i 
2007,now i find i've changed my mind and i've opened up the door help me if you can i'm feelin down won't you please please help me oh help me if you can i'm feelin down 
2009,i was either standing in your shadow or blocking your light though i kept on trying i could not make it right there's just not enough love in the world i was either standing in your shadow or blocking you're light 
2009,the more i know the less i understand but i think it's about forgiveness but i miss you baby all the things i thought i figured out i have to learn again 
2010,oh today it begins i keep having the same dream and i think that i just realized what it means i can tell it wasn't love i just thought you fuck with me 
2010,drake - chorus i'm about whatever man fuck what they be talking about i'm a bad bitch i ain't never been a mixed breed 
2010,i better find your lovin i better find your heart i bet if i give all my love and i better find your lovin 
2011,you know good and well that you don't wanna problem like that i even gave em a chance to decide now it's something they know when they get my shit and play it i don't even gotta say it 
2011,i know you've been hurt i can tell by the way you carry yourself if you let me here's what i'll do i'll take care of you i'll take i'll take i'll take 
2011,i know you still think about the times we had i say fuck that nigga that you think you found i'm just saying you could do better and i'll start hating only if you make me 
0,i can't get over you you left your mark on me cause you're a good girl and you know it you act so different around me i know exactly who you could be 
0,and don't tell me what to do and don't tell me what to say and don't tell me what to do yeah don't don't you tell me what to say 
1999,take another little piece of my heart now baby have another little piece of my heart now baby but when you hold me in your arms i say it again you'd better have a 
0,let this groove get you to move it's all right all right let this groove set in the shoes let this groove light up the fuse 
2014,i need you darling if you feel you're falling if you love me come on get involved feel it rushing through you from your head to toe 
2014,i don't wanna know that babe i told her she knows and i wasn't looking for a promise or commitment but it was never just fun and i thought you were different 
2014,no no don’t leave me lonely now coloured crimson in my eyes one or two could free my mind i feel the chemicals burn in my bloodstream 
0,but if i go will you love me will you want me like that and if i leave will it end if i go will you love me 
2014,but it's too late to have that kinda conversation just take that pain and let that motherf**ker burn and you know that in time you will find so dig their grave and let that motherf**ker burn 
0,and drink some cherry wine oh oh to have a good time oh oh and drink some cherry wine oh yeah oh yeah 
2011,cause i only wanna give it to you and i want you more than a new pair of shoes i only wanna give it to you i said i only wanna give it to you 
0,so can i get a refill cause you're intoxicating my mind feel like a conversational lush cause i don't know how much is too much yeah 
2007,but i know it's a lie what you keep inside if you think i'm fine it just ain't true i really need you in my life no matter what i have to do 
2013,cause when you've given up when no matter what you do it's never good enough when you've fallen and can't pick your head up off the ground cause when you've given it up 
2013,you will find him you'll find him next to me next to me ooh hoo and i can't seem to find no help or love for free i will find him i'll find him next to me 
0,no you're never gonna get it never ever gonna get it had your chance to make a change it doesn't matter what you do or what you say 
2008,and i say you're right girl i can't go on longing go ahead lay it on it don't stop i'm the kinda guy that don't get real excited oh baby 
2008,i'd give it all up but i'm takin back my love i've given you too much but i'm takin back my love don't you know i'm not attached to material i'm takin back my love my love my love 
2007,ne-yo i'm a movement by myself but i'm a force when we're together but baby you you make me better 
2007,take another little piece of my heart i know you will you know you got it if it makes you feel good so good take another little piece of my heart now baby take another little piece of my heart now baby yeah take it 
2005,baby try to understand i'll go crazy if you leave and i like the way you walk you see i never 
2010,i can't forget you cause when i think about you even though i left you then i really love you 
2015,oh baby i'm back in love i'm back in love yeah i'm back in love yeah baby 
1984,i want you to show me i wanna feel what love is and i wanna feel i wanna feel what love is i know i know you can show me 
2012,when i'm thinkin bout you i've been thinkin bout you you know know know i'm lyin down thinkin bout you 
2012,the starshine always kept you warm don’t know why see the world when you got the beach the sweet life when you got the beach 
2012,yeah working at the pyramid oh yeah working at the pyramid tonight yeah working at the pyramid but your love ain't free no more she's working at the pyramid tonight yeah working at the pyramid that's right working at the pyramid tonight 
2012,girl you know you're lost lost in the thrill of it all los angeles india lost on a train lost can't believe i got her out here cooking dope cooking dope 
2008,do you hear what i'm saying gotta say how i feel i can't believe you're here but i know that you're real i know what i want and baby it's you look at me babe i'm with you 
2007,jump on it let's do it ride it my pony if you're horny let's do it you'll be on my jockey team 
2007,you can say i'm trippin i'm just stingy but how can you blame me you can say i'm tripin 
1989,lonely just keeps my heart out of touch lonely won't leave me alone lonely lonely won't let me fall in love i wish that only 
2002,and things we never take notice of you wake up and suddenly you're in love this of love we feel will last forever you're in love 
1990,and i don't dig what you gotta say so come on and say it and i don't hear what you gotta say so go on and say it 
2010,cause i was so high and i don't wanna walk around alonesolo cuz i was so high and i don't wanna walk around alone solo 
2009,now i wanna do it up so big party it up so big so the whole world knows my love for you is so big my love is so big 
2013,you're the one that was trying to keep me way down but like the sun know you know i found my way back round take it from a man that loves what you got like the sun i know you know i found my way back round 
2002,i don't have the heart to hurt you but i don't have the heart to love you cause i don't have the heart to hurt you not the way that you want me to 
2008,go on let it sink in blame it on the blue top got you feelin dizzy blame it on the a-a-a you can blame it on the goose 
2004,i don't wanna fall in love you make the knife feel good baby yeah i don't want to fall in love 
2009,don't mess up this good thing what we have together don't mess up no baby heaven knows how much i love you but if you think i can watch you play on me and understand it 
2009,my heart's on fire with desire cause i love you come give your love to me and now i need to convince you to feel the same so don't you stay over there talkin bout the way i feel 
1912,nasty nasty boys don't mean a thing huh nasty nasty boys don't ever change huh nasty nasty boys don't mean a thing oh you nasty boys don't mean a thing to me uh 
2015,i really miss you much m-i-s-s you much i'll tell anyone whose heart can comprehend whose heart can comprehend baby i really miss you much m-i-s-s you much i really miss you much i really miss you much m-i-s-s you much i really miss 
0,can't you see my desire that's the way love goes baby i've got on what you like ooh that's the way love goes 
1997,you gotta mean what you say tryin to please everyone you can't blame nobody but you the only one you know you cannot lie to 
1997,we go deep and we don't get no sleep cause we be up all night cause in time i'll be out tonight 
2001,guess i'm gonna have to ride it tonight it's all for you chicka ah if you gotta have it yeah yeah it's all for you 
2001,doesn't matter what your friends are telling you and it doesn't really matter what they believe it doesn't really matter what they believe what matters to me is you're nutty-nutty-nutty for me 
2006,whether day or night i'll never leave see you don't have to be alone baby just pick up the phone and call on me so you ain't know 
2008,cause i'm sexy yeah that sexy sexy sexy you can work me out let me show you how 
1995,to love you - take my world apart to need you - i am on my knees to need you - broken on my knees so steal my heart and take the pain 
2013,i did not know it was love i hope this night will last forever makes me feel this way loves me better than you 
2014,laying right here naked in my bed i'm just doing my thing you love it when i sing laying right here dreaming in my bed 
2009,mmmm whatcha say i just didn't know what to do mmmm whatcha say whatcha say whatcha say mmm whatcha say 
2010,but we can't the first kiss the beauty of the world we know baby what if we all can say duuuduuu duuuduuu duuudu duuudu 
2011,it's gonna take a lot to drag me i know you're worth fighting for i'm not gonna let them break us down i fight for you 
2009,even if the sky is falling down you won't be lonely even if the sky is falling down you'll be my only no need to worry baby are you down down down down down down down 
2011,let em burn into the night so hit the lights cause it’s hot in the club now so don’t let it stop now light it up to the sky 
2008,to think of how you'd feel when you saw it i didn't know that i had that much strength but i'm glad you see what happens when tell them you love them and don't mean it 
2008,just because you think i might you won't have to worry baby i don't like no i don't like 
0,yeah it's your world baby it's your world baby boy if you ask it shall be given want me to pay your bills it's nothing 
2014,you got me hypnotized i got you hypnotized you wanna walk it out with me you got a look and a something money can't buy 
2013,i can't describe the way i feel the way i feel i just can't put in words what i feel for you the way i feel the way i feel it feels so good it hurts what you do the way i feel the way i feel or will i hide the way i feel the way i feel 
2016,whenever you're down boy i'm gon hold you down whenever you down i'm gon hold you down 
2011,is there one love somebody that compliments me and makes me wanna never leave made just right for me 
2014,so they want me to lie down they want me to crawl why you tryna put the world up on my shoulders get off of me 
2009,girl you know i-i-i girl you know i-i-i been dreaming bout your loving girl just need your body to make i been feeling 
2011,and drink some cherry wine uh-huh oh no no oh we don't have to take our clothes off oh no and drink some cherry wine uh-huh we don't have we could dance and party all night dance and party yeah 
2014,i was crazy for you you were crazy for me how could something so right go so wrong why don't you say what you say 
2009,she's no you oh no you give me more than i could ever want cause you're all the girl that i've ever dreamed she's no you girl 
2004,it's your time to too too hott too hott everybody's got it goin on and on and on you know i like it when you uh uh uh 
2009,it's been about a year now ain't seen or heard from you i been missin you crazy how do you how do you sleep i found the letter you wrote me it still smells just like you damn those sweet memories 
2001,but he's irresistible irresistible but he's irresistible yeah yeah up close and personal yeah i can hardly breathe irresistible to me 
2010,i can do it like a brother do it like a dude grab my crotch wear my hat low like you we can do it like the man'dem man'dem we can do it like a brother do it like a dude 
2009,when i feel cold you warm me and when i feel i can't go on you come and hold me and when you feel you can't go on 
2014,i can't explain what's got into me direct me to the floor imma get it on on on on imma get it on on on on ah ah 
2001,i can tell you're lying cause when you're replying my bad you're out how'd you get it on i'm not dumb 
2008,so i can be all that and more i'd like to know what makes you cry tell me what i gotta do to please you baby anything you say i'll do 
2009,but now these days are gone i'm not so self-assured now i find i've changed my mind help me if you can i'm feeling down and i do appreciate you being round 
2015,oh how he loves us so oh how he loves us how he loves us so yeah he loves us 
2008,i'm ready to go right now give me the greenlight if you'll be my girlfriend then i'll make it so ha i got you gigglin like i'm piglet 
1999,under the boardwalk out of the sun under the boardwalk we'll be making love under the boardwalk boardwalk under the boardwalk we'll be falling in love 
2003,i swear by the moon and stars in the sky i'll be there i'll love you with every beat of my heart 
0,you ain't got to buy nothin baby it's you we don't have to go nowhere i know you gotta lot 
2008,it's the end of you and me it's too late now and i can't wait for you to be gone cause i know about her who and i wonder why how i bought all the lies you said that you would treat me right 
2007,and i am breathing in the moment gone are the shadows and doubt that was then well but somewhere deep inside i tried to turn the tide 
2008,tell me how i'm supposed to breathe with no air it's how i feel whenever you ain't there if you ain't here i just can't breathe that's how i feel whenever you ain't there 
2009,me plus you one time i'ma tell you one time you're my one love my one heart my one life for sure i'ma tell you one time girl i love girl i love you and my fight my fight is your fight 
2009,i'm coming for you one less lonely girl i'm coming for you i'll show you what you're worth if you let me inside of your world 
2009,only if you give give the first dance to me girl i promise i'll be gentle i know we gotta do it slowly if you just give give the first dance to me 
2009,with me girl is where you belong say that you love me oh how you do me say that you miss me 
2010,like baby baby baby ooh i thought you'd always be mine mine and i'm like and now my heart is breaking but i just keep on saying 
2010,i don't need a whole lot but for you i admit i i know i won't be the first one i i need somebody 
2010,cause when i stare in your eyes it couldn't be better i don't want you to go oh no so they don't matter at all that i'll never let you go they don't matter at all oh baby 
2010,cause shawty is a eenie meenie miney mo lova shawty is a eenie meenie miney mo lova not tryin to rewind wind wind wind wind sean kingston & justin bieber 
2012,if i was your boyfriend never let you go if i was your boyfriend i'd never let you go i'd never let you go if i was your boyfriend boyfriend never let you go if i was your boyfriend boyfriend i'd never let you go never let you go 
2012,i'll be your platinum i'll be your silver i'll be your gold as long as you lo-lo-lo-love me love me as long as you lo-lo-lo-love me i don't know if this makes sense but you're my hallelujah 
2013,them lips won’t let me go lips won’t let me go oh them lips won’t let me go no them lips won’t let me go oh baby 
2013,maybe you could be the light that opens up my eyes make all my wrongs right change me change me 
2013,i’m out for the count it’s just a tko out for the count now i’m out for the count 
2007,all my life i prayed for someone like you i thank god that i that i finally found you and i thank god that i that i finally found you yes i pray that you do love me 
2008,as i recall i know you love to show off but what do i know flashing lights lights as you recall you know i love to show off but you never thought that i would take it this far 
2004,to the backbone a solar system these clever convicts tied to the suspect and chancing where he stand and i don't think you realize he's coming for your neck he blend into the crowd and hear the system scream 
2008,that david played and it pleased the lord hallelujah you saw her bathing on the roof she tied you to a kitchen chair 
2010,you got me twisted over you girl you got me twisted over you so what you wanna do so what you wanna do what are you gonna do baby you know you want my lovin  you know i can make you feel real good if you let me baby 
2008,don't need no paper don't need no love letters but the part that i don't get is don't need no trains 
2004,i won't let you trick me twice i won't let you trick me twice no no i won't let you trick me twice uh trick me i won't let you trick me twice 
2003,my milkshake brings all the boys to the yard and they're like it's better than yours damn right it's better than yours i could teach you but i have to charge 
2006,it's just a matter of timing sooner or later you'll find it it is to see you shining cause in the dark of the night you're all i can see 
2004,it can tear you up inside it's stronger than your pride it doesn't care how fast you fall and you can't refuse the call 
2005,what happened to miss independent no longer need to be defensive goodbye old you when love is true goodbye old you when love when love is true 
2005,have you ever had a friend that let you down so were you the last to know were you left out in the cold what you did was low 
2003,a moment like this for a moment like this some people search forever for that one special kiss 
2003,cause i can't make you love me if you don't and you can't make your heart feel something it won't i will lay down my heart and i'll feel the power but you won't no you won't 
2009,i swear like a shadow that's by your side i'll love you with every beat of my heart and i swear i'll give you every thing i can i'll be there 
2006,melt all my heart away with a smile take time to tell me you really care always forever with you i always love you forever 
2009,and it knocks you down when it knocks you down knocks you down so will you bring a better future than i had in the past 
2012,can't say i'm not hurt cause i-i can't stay here if there's no love yeah i-i can't stay here cause i've had enough i-i can't stay here cause i've had enough 
2013,baby let me put your panties to the side ‘cause i'ma give you what you need yeah i don’t know what it is you gotta show me 
2009,i'm so over it and just in case you're wondering na na na na hey hey hey hey hey 
2012,but what is love it's just sex without the sexual healing without some tender meanings 
2013,you can't have my heart do what you want with my body you can’t stop my voice cause you don't own my life but 
2007,heaven help the heart that lets me inside i'm ready for love i'm telling you baby that you got to understand i'm ready for love ready for love 
2008,but i don't care what they say i'm in love with you i keep bleeding i keep keep bleeding love oh you cut me open and i keep bleeding keep keep bleeding love oh 
2008,so im doing me myself an i can't wait no more man i really hope hope you'll forgive me x2 
2008,you know i like to touch your lovely lady lumps bottles in the club yeah i like that shawty wanna hump bottles in the club yeah yeah i like that 
2011,she just started to pop it for a nigga and looked back and i say i ain't doubt you for a second i squeeze it i could tell how it feel i wish we could take off and go anywhere but here baby you know the deal 
2006,and it's all because of you you call it and it's all because of you please don't you call it wooh 
2009,i know you like to get away go away far away so you can just chill and clear your head and let me do everything for you cause you deserve it willing to switch places with you 
1997,oh i'm lost in emotion oh baby i'm lost in emotion am i a fool at least my friends think so i'm lost in emotion 
2012,change change your life take it all perrie take it all you're gonna use it to become what you've always known we're gonna stick together know we get through it all jade i know we'll get through it all change change your life take it all jesy change your life and take it all 
2013,hey get your back off the wall don't you get comfortable looking so hot i think that i might fall just what i want so when we move you move 
2013,you can be beautiful wonderful anything you wanna be jesy little me anything you wanna be leigh-anne i'll tell you one thing i would say to her 
2007,there's not a minute hour day or night that i don't love you i still remember in the days when i was scared to touch you how i spent my day dreamin plannin how to say i love you and i just don't wanna stop 
0,to the one you love to love there's nothing better than love oh oh oh to the one you love(fade 
2007,i promise to love faithfully faithfully your love is all i need i need i vow to be one with thee you and me yeah your love is all i need 
2001,so let me know can i take you out tonight i'll have you home before it dark i'll have you home before it's dark i'll have you home before it's dark woooo 
2005,yeah ya'll came here to gave it up nobody but stars in here tonight i think you already know don't ya 
2007,i try to say goodbye and i choke i try to walk away and i stumble goodbye and i choke try to walk away and i stumble 
