year,V1
2007,i've asked myself the reasons trying to leave the pain behind ever since you left things you said i never understood 
2007,now the court square's just a set of streets bout the little man that built this town before the big money shut em down and killed the little man 
2007,when i see your delicate body i'm reminded what i feel for you long after the pleasures of the flesh then i'll go on loving you 
1999,i know you'll have fun at my farewell party i know you'll be glad when i'm gone i know you ll be glad when i'm gone yes i know you'll be glad when i'm g-o-n-e 
1999,you've got to kiss angel good mornin and let her know you think and love her like the devil you got to kiss an angel good mornin 
1999,well ain't it just like a woman and ain't it just like a man chasin the rainbow and looking for love and ain't it just like a woman 
2008,good dogs and all kinds of cats i'll stand right here where i'm at there's two kinds of lovers two kinds of brothers cause i wear my own kind of hat 
1999,so i just dream keep on being the way i am the way i am don't fit my shackles the way i am reality yeah i just dream and keep on being the way i am 
2007,it must be love it must be love i fall like a sparrow and fly like a dove you must be the dream i been dreaming of oh what a feeling it must be love 
2007,where i come from a lotta front porch sittin where i come from tryin to make a livin cause where i come from where i come from a lotta front porch pickin 
2002,when i can't be just what you want me to be i still love you and i try real hard i swear one day you'll have a brand new car just be patient i'm a work in progress 
0,that'd be alright and a little bigger piece of the pie we'd be livin us a pretty good life and that'd be alright 
2004,i don't want you to worry on the cover of the usa today in the usa today i'm on the cover of the usa today 
2004,so i put it in the drawer you left my heaart as empty it used to be so full of faith and i can hear the devil whisper 
2008,and i'm tired and i don't wanna sleep it's time for a good time time for a good time cause i've been workin all week 
2008,and he stood for uncle sam and he only loved one woman raised on the ways and gentle kindness of a small town southern man 
2008,i'm a country boy i've got a 4-wheel drive climb in my bed i'll take you for a ride up city streets down country roads i can get you where you need to go 
2008,she flew up to heaven on the wings of angels by the clouds and stars and passed where no one sees and she walks with jesus and her loved ones waiting and i know she's smilin sayin don't worry bout me 
2008,but i still like bologna and that sunset sinking low and a good woman's love 
2010,but there's nothing wrong with a hard hat and a hammer kind of glue that sticks this world together hands of steel and cradle of the promised land no there's nothing wrong with a hard hat and a hammer 
2008,i will keep all those memories of the good times so when you think of you and me they won't even cross your mind yeah i will keep all those memories of the good times 
2008,i got a bug in my margarita i got a woman i'm tryin to drink away and i got a long long way to go yeah i got a bug in my margarita 
2014,black velvet and that little boy's smile a new religion that'll bring ya to your knees black velvet if you please the way he moved it was a sin so sweet and true 
2007,and i just can't wait till the day when you knock on my door and don't it feel good yeah i'm on sunshine baby yeah 
1999,if i laugh like an angel on judgment day if i burn like the sparks from a roman candle never thinkin what i might miss i would come alive like this 
2001,she don't know how much i need her without her kiss without her touch she don't know that it's all about her she don't know i can't live without her 
2001,don't cry a tear for me now baby and if that's what heaven's made of and if heaven was a tear it'd be my last one and you'd be in my arms again 
0,rock me gently rock me slowly that i have never been loved like this before oh rock me gently 
2010,and send the kind that you remind me of paper roses paper roses oh how real those roses seemed to be like your imitation love for me 
2008,hey won't you play another and make me feel at home a real hurtin song about a love that's gone wrong cause i don't wanna cry all alone 
2009,if loving you is wrong i don't wanna be right am i wrong for trying to hold on no i don't wanna be right 
1999,and only a lonely heart knows how the heartache it grows and grows oh how long does it take till the heartache goes only a lonely only a lonely heart knows 
2015,so why don't you kill me double-barrel buckshot so why don't you kill me so why don't you kill me get crazy with the cheeze whiz so why don't you kill me drive-by body-pierce 
2015,this is the album right here tonight the city is full of morgues there's shopping malls coming out of the walls i pay no mind 
2010,i am the sky i am the sea i'm anything that you want me to be i'm the kind of man that you can't explain 
0,it's much to late to change your ways you can't expect a soul to stay you think that you can stand and lie it makes me laugh you got no friends 
2016,how can you tell by looking at me how can you tell you like what you see suddenly there's a boy in the rain alone how can you tell you like what you feel 
1970,i could be king of kings wear a crown and all the things oh tell me how to say goodbye i see her face in myself why tell me why i made her cry 
2009,i still remember you i love you in my heart lies a memory to tell the stars above don't forget to remember me my love 
2008,how it feels to love a girl i swear i'd be a better man cause i know how it hurts and everything you had got destroyed 
2007,‘cause i saddle up my horse and i ride into the city and i saddle up my horse and i saddled up my horse 
2011,why why why do you wanna change me now ain't i the one you loved everything about you might start missin the old me around so why why why do you wanna change me now 
0,on the way to work they might stop by a fishin hole soupin their cars just to see how fast they'll go from a ball and glove to them fallin in love from that ball and a glove to them fallin in love 
2014,knowin i didn't even try to make you mine and you might think i'm crazy hey girl oh yeah oh hey girl 
2013,it's a friday night it's a small town girl everything is right and we rule the world 2 twelve's in the truck back beating everything we wanna be 
2004,and don't forget who's taking you home so darling save the last dance for me save the last dance for me mmm don't don't forget who's taking you home 
1991,well if i said i love you well i don't love you anymore you said you loved me just like i loved you and you're on the phone to someone new oh yes if i said i love you well i don't love you anymore 
1991,i'm already out of your mind or you might not even notice i'm gone i'm gone i'll pin a note on your pillow 
1991,it keeps right on a-hurtin every hour you're away and i can't help it yes it keeps right on a-hurtin 
1991,a-then break our hearts a-love has no right then pull us apart that love has no right 
0,it could have been me standing there with you it could have been me and my dreams coming true but those dreams move on if you wait too long it took me till now to see it could have been me 
1997,she used to cry when i'd come home late she couldn't buy the lies i told she's not cryin anymore but i was there to let her down 
1997,i went through the closet back in my old home i know the words by heart i know every line i know every comma every question mark no i don't have to look i know the words by heart 
1997,there's a storm in the heartland she's leavin me just like a restless wind like the sound of thunder angry words ring out again the love she gave was like a breath of spring 
2007,these lips - no other girl will ever kiss only god could stop me lovin you he sent you from heaven just to make my dreams come true 
2009,just a single mom raising up the kids somebody said a prayer somebody had some faith somebody finally hit their knees and asked for help for heaven's sake somebody said a prayer 
2013,she was all over me and i used to let it get all over me for the whole world to see now that she's all over me 
2001,and the warden sang ol red's itchin to have a little fun get my lantern red'll have you treed before the mornin comes 
2003,a couple of real hillbillies got a pocket full of cash and that old ford truck want playboys of the southwestern world 
2007,baby i love you don't want to lose you don't make me let you go took such a long time for me to find you i don't want to have to set you free don't make me 
2007,cause the more i drink the more i drink yeah i'm the world's greatest lover and a dancin machine well if i have one i'll have thirteen naw there ain't no in-between 
2010,my oh my you're so good-lookin hold yourself together like a pair of bookends who are you when i'm not looking do you listen to your music quietly 
2011,you be my sunny day i'll be your shade tree you be my sugar baby i'll be your sweet iced tea 
2011,put our heads together and think on it maybe later on we can sleep on it girl we just need to drink on it we can drink on it 
2011,if i could light the world we could sit and watch it burn you'll never have to wonder if you need another you'll never have to wonder if i understand and every time you reach for me you'll find a hand out uh huh 
2012,what a bright time it's the right time jingle bell time is a swell time to go riding in a one-horse sleigh that's the jingle bell rock 
2013,you don't have to throw back your pretty pink lemonade shooter and lean a little closer you don't have to keep on smiling that smile that's driving me wild meet me in the middle of a moonlit chevy bench seat 
2013,she likes hearin how good she looks in them blue jeans i like doin what she likes like running my fingers through her long hair lettin them burn and holdin her all night 
2013,mine would be you sun keeps shining back road flying making up our own words yeah you got it baby mine would be you 
2014,now there it is in the window there’s a neon light at the end of the tunnel it ain’t all that bright but even though it’s subtle there’s a neon light at the end of the tunnel tunnel tunnel 
2014,i'm gonna crank it up and get you singing along girl i'm digging on it on you tonight wishing a woman it's the damn right 
2014,we're buzzing like that no vacancy sign out front your skin is begging to be kissed by a little more than the sun you take my hand in yours you lean in your lips taste like sangria your lips taste like sangria 
2003,"she said ""here's your one chance fancy don't let me down but if you want out girl it's up to you but if you want out well it's up to you and i guess she did"" "
2009,jingle bells chime in jingle bell time jingle bell time is a swell time that's the jingle bell rock that's the jingle bell 
2001,you can have it you know you've got it if it makes you feel good take it little piece of my heart now honey 
2009,i don't know how you do what you do i'm so in love with you i wanna spend the rest of my life baby i'm amazed by you 
2001,i've been wrapped around her finger since the first time we went out every day and every night she's all i think about i think it's time to put a ring on the finger 
2001,wish you the best and i wish you nothing less than every thing you've ever dreamed of and i hope that you find love along the way 
2005,to the world you may be just another girl baby you are the world and tell me can't you see you're everything to me 
2005,and since the day i left milwaukee i got you in trouble in high school cause since the day i left milwaukee i can help you up or make you fall 
2005,and she's everything i ever wanted i talk about her i go on and on and on cause she's everything to me she's everything to me 
0,yeah when i get where i'm going i will shed the sins and struggles and i'll leave my heart wide open i will love and have no fear 
2010,cause i'd like to see you out in the moonlight i'd like to kiss you way back in the sticks i'd like to see you out in the moonlight i'd like to kiss you baby way back in the sticks 
2010,it turns girls on that i'm mysterious cause even on a slow day i'm so much cooler online but i grow another foot and i lose a bunch of weight 
2009,and now you’re my whole life now you’re my whole world and i just can’t believe the way i feel about you girl we’ve come so far since that day and i thought i loved you then i just can’t believe the way i feel about you girl 
2009,and you don't know what to do ice up that old igloo and drive until the map turns blue just go and grab someone 
0,and i miss my tennessee home i can see the ways that i grown i wish i was in dixie again i miss my tennessee home 
2013,first i'm holding your hand and we're on the boardwalk as long i live whatever i do as great as it is you know what's a bummer i ain't ever gonna beat this summer with you 
2014,we're near the river and far from rich but we've got each other and gas in the tank and we're laughing all the way to the river bank and it's a beautiful day 
2014,and she destroys me in that t-shirt i never meant to fall like this that girl right there's but she don't just rain she pours 
2014,we're the tide that rolls we're seminoles we drive ford and chevrolet we crank up our music friday nights we crank up the same songs friday night 
2005,we been talkin bout jackson i'm going to jackson i'm going to mess around yah i'm going to jackson 
2014,til they're pushed off the deep end no they weren't born like this til we're pushed off the deep end no we weren't born like this 
2015,get up drop a tailgate on ya truck yeah tonight is bottoms up up up yeah tonight is bottoms up get em up 
2014,it's a small town throwdown it's time to tallboy up let them tailgates down and man it's on tonight ridin til the morning light crank that country up loud it's a small town throwdown 
2012,i'm sorry so sorry but that don't right i'm sorry i'm sorry so sorry so sorry 
0,don't lie you've got it all figured out that smile has got me spinnin around don't even try actin like it ain't no thing know what you're doin baby don't ya don't ya 
2010,she calls me raymond she thinks i'm her son she goes on about the weather when she calls me raymond 
2007,one you're like a dream come true two just wanna be with you three girl it's plain to see that you're the only one for me 
2004,i saw the light i've been baptized and the flame in your eyes i'm born to love again 
2004,i'm working on my next broken heart i'll be somebody's fool again i thought all along you'd be the death of me but i met one tonight who wants what's left of me 
2004,if you lose your one and only there's always room here for the lonely dance in and out of the beams i've sat here and cried 
2004,i'm a hard hard workin man i got it all on the line i'm burnin my candle at both ends bout the only way to keep the fire goin 
0,we'll put out your old flame we'll build a bigger fire i'll pick up where he let you down and take you so much higher and you think you still care 
2004,rock my world drag me out on the floor dance with me till i can't dance anymore but make sure she's home before the mornin light 
2009,girl it just ain't right don't you think to hear you say goodbye was it all a lie 
0,oh close the door turn out the lights draw the curtain i'll get over her in time it's gonna take some hurtin i tell myself i told you so as i fall apart but i'll never forgive my heart 
1996,a man this lonely a man this blue with a heart that's true a man this lonely needs a woman like you 
1996,i just want to hold you i don't want to hurt you i don't want to leave i just want to be with you 
1997,that's the honky tonk truth cross my broken heart i put my right hand here on this beer and swear on this bar i ain't moaning the blues i wouldn't lie to you 
2009,he'll hold you tonight but i won't what's he got that i don't the one thing i thought i'd never lose he's got you 
1998,how am i supposed to make any plans well how am i supposed to make any plans yeah how am i supposed to make any plans tell me 
0,i forget where i'm goin in my own house i can't get over you try as i may oh it no use and that fool in the mirror keeps sayin i'm doin ok 
1999,no matter what i might say there's a message in the wire and i'm sending you this signal tonight and it looks like i'm losing this fight no matter what my friends say 
1999,it's beer thirty a honky tonk time life's too short let's get to livin it let's give it all we can give it we gonna paint the town flat tear it up 
2004,two lovers in love can't make it no matter how hard i try i always make you cry all that's happening here is a long goodbye 
2009,the way you love with all you have the way you kiss the way you cry the way you move when you walk by all you gotta do is smile at me and down i go 
2004,it's where i drank my first beer it's where i found jesus where i wrecked my first car i learned the path to heaven 
0,hey this is the life i couldn't live without it's a moment frozen there in time when the reasons all begin to rhyme where loves a little bigger and you finally start figurin out 
2005,crank up the band play the steel guitar hank it up a little let's rock this bar threw back a shot yelled i'm a george strait junkie i know a place down the road 
2005,is hillbilly deluxe slick pick-up trucks stirrin it up right about sundown black denim an chrome to the bone with a little home grown a country girl cuddled up 
2005,"i'm findin more and more truth in the words written in red they tell me that there's more to life than just what i can see they tell me that there's more to life than just what i can see"" they tell me that there's more to this than just what i can see just what i can see "
0,lessons in life are going to show you in time if you fall get back on again lessons in life are goinna show you in time said it's your daddy you need to come home 
2017,and i know in the big picture and god's got better things to do than look out for one man i know he's heard my prayers 
2009,indian summer the wonder the hunger and the sound of distant thunder 
0,i don’t care if it gets any hotter it’s you and me rememberin how to have fun and top it all off with the sun and mix it with rum it’s you and me remembering how to have fun 
2010,when we were boys and girls not just a different time it was a different world we got disappointed and that was all right we turned out all right 
2006,yeah we got a little convoy come on and join our convoy cause we got a great big convoy yeah we got a great big convoy 
2014,i wanna love wanna love you like that i wanna love wanna love wanna love you like that i ain’t gonna do it like a pretty city boy i’m a fishin’ in the dark nitty gritty boy 
2012,you are the light i follow i will see you again oh i will carry you with me oh till i see you again 
2009,windows and rooms that i'm passing through this is just a stop on the way to where i'm going this is just a stop on the way to where we're going this was just a stop on the way to where i'm going 
2009,mama you taught me to do the right things and he is good so good he makes promises he keeps so don't you worry about me 
1992,hey if you happen to see the most beautiful girl that walked out on me tell her i'm sorry oh won't you tell her that i love her if you happen to see the most beautiful girl that walked out on me 
0,who's cheatin who an who's bein true who don't even care anymore who's doin right by someone tonight but still you wonder 
2007,looking for that special lover to put it in a nutshell is looking for a man like you that there's a a single white female 
2001,but until then i'll breathe in and breathe out i'll breathe in and breathe out til you find i'm that someone you can't live without but until then oh i'll breathe in and breathe out 
2003,what a wonderful emotion yeah what a life counting my blessings and knowing she had a chance to leave but chose to stay 
2005,know that it's killing me that you can't sleep girl you can't shake me cause i love you yes i love you 
2008,well theres gone for good and theres good and gone and theres gone with the long before it well theres gone for the day and gone for the night i mean what kind of gone are we talkin bout here 
2006,"pretty pencils to write ""i love you"" he's just hoping he won't pass him by and in the distance the ringing of laughter and in the midst of the laughter he cries "
2006,riding out on a horse in a star-spangled rodeo getting cards and letters from people i don't even know and offers comin over the phone gettin cards and letters from people i don't even know 
2009,like my dad saying work that job and momma telling me to drop to drop some cash and granddad saying you can have a few my dad saying work that job 
2009,seeing your black dress hit the floor and all i can think about is getting you home sseeing your black dress hit the floor and all i can think about all i can think about 
2011,i'm no good for you you're no good for me we only bring each other tears and sorrow but tonight i'm gonna love you like there's no but tonight i'm gonna love you like there's no tomorrow 
2011,the buzz i love to be on you put a double on your troubles the light at this end of the tunnel it's the buzz i love to be on 
2009,it's all i've ever wanted all i ever really wanted was you and drive all night with me was to see you in the pale moon light 
2009,bouncing on the bed and looking for a pillow fight in her eyes i'm prince charming but to him i'm just some fella she was playing cinderella i'm the one who's stealing cinderella 
2007,talk to me baby tell me what you're feeling i know what love is what's it to you i gotta know what love is to you 
2007,where do i fit in the picture or do i really fit at all or have i become a fixture well it looks like i finally made the front page 
2007,i don't wanna think about tomorrow i don't need anything money can buy and i don't wanna think about tomorrow that i don't hafta think about tomorrow 
2007,if i could make a livin out of lovin you i'd be a millionaire in a week or two i'd be doin what i love and lovin what i do 
2007,and my heart will never know so i don't fall apart as long as i don't say goodbye it reminds me of the first night we make love 
2007,there was this moment they had a chance how could they be so in love and still never see there was this moment they had a chance to hold on to what they had how can they be so in love and still never see 
2007,who needs to hang around and take the blame who needs a woman to make him blue who needs you baby - i do who needs you baby 
2007,oh you better run for cover you better hide your heart she could charm the stars hypnotize the moon you better run for cover you better hide your heart she could charm the stars 
1995,pain and tears is it any wonder i'm feeling six feet under gotta bury this love and bury the shovel i'm gonna hold on tight to what i've got 
2007,it must have been the roses and the wine well i hope its true you love me too tell me what gave it away 
2007,i'll show you love like you've dreamed of at all the ways that i can show you what you've missed and watch this 
2007,i'm just saying i believe the way i need you all the time the way you hold this heart of mine so i can have you with me every road i'm on 
2007,that cause ordinary people have extordinary love a million little miracles far beneath the stars above the greatest gift that i could ever wish for you and me but they took the love of 57 years right to the grave 
0,she's right as rain on a thristy cornfield yeah she's right behind me when i doubt myself a little push and a hand to help right beside me yeah she's always right 
2007,you don't owe me a thing just the way i'm helping you if you really wanna pay me back don't let the chain of love end with you 
2007,i'm gonna live laugh love just for today gonna take all the trouble that tomorrow might bring and put it away i got a woman that fills my heart so full gonna take all the trouble and put it away 
2001,cause i'll never understand but you spelled it out enough and you'll be ok and say no more 
2001,i'll be waitin who will love you like i've always done who will live you 
2014,cause jesus was a country boy walkin down a dirt road with everything that he owned his momma laid him in a manger makes me think that jesus was a country boy 
0,i could go for days if you ever needed take a look at me baby i can't sleep 
2015,and she says we are everything she says she loves me more than anything on earth and thats almost and thats almost as much as i love her 
0,he should have thought of that before he left her all alone let you know she's up to something she's never done before if she's lonely now lord if she's lonely now 
2015,where do i go to get over the fact i said what i said and you did what you had to do where do i go from you where do i go from you where do i go from you 
2010,see them tumbling down pledging their love to the ground lonely but free i'll be found drifting along with the tumbling tumbleweeds 
2006,like the rain i have fallen for you and i know just why you like the rain always calling for you i'm fallin for you now like the rain always callin for you i'm fallin for you now just like the rain i have fallen for you i'm fallin for you now 
2006,she hit me with the left and right now i'm talkin in the moonlight she'll be walkin in the moonlight and that's a pair of taillights she won't ever see again 
2006,if that's what we have to do darling i'm still holding onto you we can't deny that this one's out of our control i can stand the test of time 
2003,we help to make each other all that we can be though we can find our strength and inspiration independently the way we work together is what sets our love apart so closely that we can't tell where i end and where you start 
2014,if you need a little late night pick me up we ain't gotta make up just kiss me you ain't gotta wake up and miss me no if you're feelin what i'm feel in let's mix it up 
1991,cause every second you're not here with me i think of you every second there's a thought of you that comes my way so if you ask that i've had second thoughts i'd have to say so if you ask that i've had second thoughts i'd guess i have to say 
2000,let the world stop turning let the sun stop burning if it all falls apart i will know deep in my heart in this life i was loved by you 
0,"well i ain't got a witness and i can't prove it but that's my story and i'm stickin to it"" i ain't got a witness and i can't prove it well i ain't got a witness and ya know i can't prove it "
2008,i said my love would last for all time well if that promise was the last sound you heard well you know i kept it i'm a man of my word when i said my love would last for all time 
2008,"that's when i knew you were my kind of girl you march to the beat of a different drum we're peas in a pod girl we're two of a kind i said ""i think i love you"" "
2008,and along the way i lost me and you i haven't had a drink in nineteen days i'm solid as a stone baby wait and see i've got just one small problem here in little rock 
2008,but if i were you i'd promise to live life for all it's worth take all that you've been given and leave your mark upon this earth and if i were you i'd fall in love with me but if i were you i'd promise to live life for all its worth 
2002,and i can't help but see that every woman used to be somebody's little girl and i can't help but see that every woman used to be 
2002,he smiled she smiled and they knew right away and for a moment the whole world revolved around one boy and one girl the whole world revolved around one boy and one girl 
2006,my only prayer will be someday you'll care for me my heart i can't control you rule my very soul 
0,and i can't see me without you i can't see me without you to lean on and i can't see you leaving or gone i could never see anything you wanted me to 
1992,cause what the world needs now is a new kind of tension cause what the world needs now is another folk singer cause what the world needs now are some true words of wisdom cause what the world needs now is a new frank sinatra 
2014,they're a world my world revolves around my sacred piece of solid ground the flesh and bone that gives me strength to stand they are a fire in my drivin on 
0,i got you off these walls i got you outta my bed but girl i'm no better off can't get you outta my head you're dancing all around it you still got me surrounded you're nowhere close to being gone outta my head 
2015,"he said ""i just climbed out of a cottonwood tree i was runnin from some honey bees i was walkin down an old dirt road ""yeah i just climbed out of a cottonwood tree "
0,i've had big dreams come true and i believe in the sun lights the world when its shines and baby i got you but i don't question the prayers i've been answered 
2013,bass trackers bayliners and a party barge strung together like a floatin trailer park anchored out and gettin loud all summer long come together like a floatin trailer park 
2013,i'm a god fearin hardworkin combine driver cause i'm the son of a third generation farmer i'm a lifetime sponsor of the ffa i make a lot of hay for a little pay 
2013,she's strong pushes on can't slow her down she can take anything life dishes out when i thought i was tough she'd have to fight to live i broke down and cried 
2008,and the promise of forever the sound of the pouring rain beatin down on the top of a car on the side of the road 
2009,at the bonfire out in the sticks bonfire dance a little jig won't sleep til dawn party right down to the wire at the bonfire 
2009,"the old man just smiled and said ""boy let me tell you somethin he said ""i lost my daddy when i was eight years old that cave-in at the kincaid mine left a big ol hole and i lost my baby brother my best friend and my left hand "
2002,and it took me back to somethin that i'd lost somehow somewhere along the way on the sunday morning sidewalks wishin lord that i was stoned and there's nothin short of dyin half as lonesome as the sound on the sleepin city side walks sunday mornin comin down 
2002,don't know that i will but until i can find me and won't play games behind me i'll be what i am 
2001,i can't seen to learn not to love you here i go down that wrong road again goin back where i've already been even knowin where it will end 
0,when i do it's safe to say that i'll get over you i'll get through it when i do i'll be good as new when i get over you 
0,but i know that my heart will mend and i know that i'll smile again i'll be back on my feet and then i'll do it all over again 
2008,i've got to tell you i've been rackin my brain it's been a too long time and i'm ready for the times you seem to want from me what i cannot give 
2001,has she heard like me that slammin door did you leave for good or just get bored really hold you when i don't know how you feel 
1998,its we like never said goodbye love but still that same old feeling as i hold you close i almost want to cry cause it feels just like we never said goodbye 
1998,you had to change your plans and if you ever change your mind we can give it one more try if you ever change your mind 
1994,i never thought that i would meet someone so beautiful i never thought i'd see a love like this tonight i'll show you that our love is something beautiful and i'll seal it with a kiss 
1995,remember sunshine can be found behind the cloudy skies so let your hair down and go on and cry well just remember sunshine can be found behind the cloudy skies let your hair down baby go on and cry 
2014,baby like we ain't coming back woah pull it off for a few you know i don't give it a damn if we're just wastin gas 
2014,we were living it up in the cheap seats way up high top of the world that night yeah we were catching a buzz in the cheap seats yeah we were falling in love in the cheap seats 
2014,and we were high on nothing but living and loving lifted like a song from a choir lifted like a flame from a raging fire lifted 
2003,there's still a little bit of your ghost your witness love it taught me to lie there's still a little bit of your words i long to hear you step a little closer to me 
2015,i was playin everything but cool of every wave crashin down it was everything we wanted it to be the summer of 19 you and me 
1991,but oh sometimes i think about you and the way you used to ride out but as for me i've come to know but then sometimes i think about you 
2008,i wanna bop with you baby all night long i wanna bop the night away i wanna make it a night like it use to be oh when our hearts so young and free 
0,but don't think i don't think about it between the work and the hurt and the whiskey don't think i don't wonder bout yeah i know what i felt and i know what i said 
2008,cause i've got a roof over my head the woman i love laying in my bed and i've got all i need it's alright by me yeah yeah 
2010,for every stoplight i didn't make all the nights i went too far all the girls that broke my heart all the things i knew but i didn't know 
2010,and letting you go was wrong and baby i know you got your radio on so this is my my bad come back song hey i didn't know i needed you so 
2010,but i got nothin to end this hurt i'm just blank cause i got nothin 
0,we are one heartbeat in the darkness we are one lasting answered prayer we are one unbroken promise and we are two true believers 
2014,ooh i dig the way that you move you shake it down to your roots did your momma teach you how to do that thing you do i’ll bet the boys at home can’t leave you alone 
2015,southern style warm and breezy if you met her man believe me you'd want her to stay a while cause her mom and daddy raised her 
0,lay you down & tell you all the things a woman loves to hear i'll let you know how much it means just havin you around oh darlin how i'd love to lay you down lay you down & tell you all the things my woman loves to hear 
1995,been away haven't seen you in a while so let's leave it alone cause we can't see eye to eye there's only you and me and we just disagree how bout you have you got a place to stay 
1990,no and you don't have to call me darlin darlin you never even called me well i wonder why you don't call me why don't you ever call me by my name 
2004,i ain't workin here no more my woman done left and took all the reasons i was working for i had a lot of bills to pay 
2010,i've got a thinking problem i've tried to quit a thousand times yes i admit i've got a thinking problem but i don't know when to stop 
1986,c’mon dance he laughed and slapped his leg a step spoken by david bromberg “this is really a true story ya know a lot of people had heard the song and well at least jerry jeff has told me it was a true story i played guitar with jerry jeff walker for about two years and we did this song every night for two years and i never got tired of it jerry got a little tired of it at night after the clubs closed we would do horrible things to it it was a true story he this guy bojangles was a he was a street dancer in new orleans what he do was go from bar to bar and ah he put-a put money in the jukebox or get someone else to do it and then he would either dance or pantomime the tune right and for that people would buy him drinks get him pretty drunk and then he would go onto the next bar and the next one until it was closing time and then he would do it the next night and after a few night of this he would end up on the corner and the cops would pick him up and take him to the drunk-tank which is where jerry jeff met him ah jerry jeff wasn’t there on a research project i i mean the way i got that story i i may have that wrong but the way i got that was he propositioned the right woman at the right time in the wrong place and her husband the bartender… ah called the cops and they ah they took jerry ah to the parish jail and he he and this guy just talked for three days in the cell about you know about what he does” and he danced for you c’mon 
2015,goodnight sweetheart sleep tight wherever you are god hold you in his arms while we're apart tho your far away your love will stay tucked away here in my heart god hold u in his arms while we're apart 
2014,and every night from dusk till dawn and girl you keep me hangin on when the winds of doubt are blowin your love keeps me goin 
2014,if i never stop loving you say you won't and that's what i'll do all i'm ever gonna always do is never stop loving you 
0,i breathe in and breathe out take one day at a time i'm that someone you can't live without i'll breathe in and breathe out 
2006,tonight i'm lookin for a party crowd where the smoke's so thick the blues can't hang around with the jukebox a jumpin like it just don't care i'm makin the rounds looking for a party crowd 
1994,but a good time's something i know out with a bang kickin up dust honey tonight i'm all wound up honey tonight i'm hurricane 
1994,as he turned on the light and said there might be a little dust on the bottle i reached under the front seat and said some say good love well it's like a fine wine 
1996,yeah i was caught somewhere between a woman and a child on the banks of the river on a well-beaten path like strawberry wine and seventeen of strawberry wine and seventeen 
2006,and you light up my life you give me hope to carry on you light up my days cause you light up my life 
2007,oh me oh my sweet baby said goodbye oh no one else could take her place in my life oh my sweet baby said goodbye cause no one else could take her place in my life 
2003,i was thinkin bout a long kiss man just gotta get i know what i was feelin but what was i thinkin what was i thinkin took a dirt road and had the radio blastin 
2003,so i had to hit him and all i said when the blood came it's my last name may never make it famous but i'll never bring it shame i ain't got much to give you but what i got means everything 
2003,well how am i doin since you did what you done to me i can't lie i sometimes cry when i think of how it used to be i keep my friends with me i stay busy and i don't get much sleep baby that's how i'm doin since you did what you done to me 
2009,and it's hey now here we go gotta make them want to come back for more gotta make em wanna come back for more gonna get a little bit sideways 
2011,am i the only one who wants to have fun tonight is there anybody out there who wants to have a cold beer kick it to the morning light it's time to get it on 
2012,i’m goin’ crazy thinkin’ ‘bout you baby i’m goin’ crazy think i love you baby i gotta get your number girl i gotta call you up i gotta get you ridin’ shotgun in my truck 
2013,there ain't enough to set afire the memory of you bottles i could break to make em feel as broken as i do 
2013,to the things i believe in to the things i can count on yeah i hold on i hold on can you hear me baby i hold on 
2009,time goes by so slowly ooh my love my darling ooh time goes by so slowly ooh i need your love 
